WA00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,Area,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
53,11,40507,53011040507,1998,846,W,33679539,25523026,53,11,40507,53011040507,1998,846,W,33679539,25523026,33679539,25523026,100,100,100,100,1998,100,100,846,100,100
53,11,40508,53011040508,6310,2356,W,6519290,6434073,53,11,40508,53011040508,6310,2356,W,6519290,6434073,6519290,6434073,100,100,100,100,6310,100,100,2356,100,100
53,11,40509,53011040509,2990,1312,W,2706388,1893515,53,11,40509,53011040509,2990,1312,W,2706388,1893515,2706388,1893515,100,100,100,100,2990,100,100,1312,100,100
53,11,40603,53011040603,4683,1662,W,55563452,55563452,53,11,40603,53011040603,4683,1662,W,55563452,55563452,55563452,55563452,100,100,100,100,4683,100,100,1662,100,100
53,11,40604,53011040604,5486,1806,W,22095554,22095554,53,11,40604,53011040604,5486,1806,W,22095554,22095554,22095554,22095554,100,100,100,100,5486,100,100,1806,100,100
53,11,40605,53011040605,4680,1864,P,21733431,21086578,53,11,40510,53011040510,5032,1987,P,47545858,47165851,232,232,0,0,0,0,0,0,0,0,0,0
53,11,40605,53011040605,4680,1864,P,21733431,21086578,53,11,40605,53011040605,4680,1864,P,21733810,21086957,21733199,21086346,100,100,100,100,4680,100,100,1864,100,100
53,11,40606,53011040606,11518,3827,P,16491172,15869745,53,11,40605,53011040605,4680,1864,P,21733810,21086957,611,611,0,0,0,0,0,0,0,0,0,0
53,11,40606,53011040606,11518,3827,P,16491172,15869745,53,11,40608,53011040608,3817,1309,W,10200834,9641529,10200834,9641529,61.86,60.75,100,100,3817,33.14,100,1309,34.2,100
53,11,40606,53011040606,11518,3827,P,16491172,15869745,53,11,40609,53011040609,4508,1443,W,3243631,3243631,3243631,3243631,19.67,20.44,100,100,4508,39.14,100,1443,37.71,100
53,11,40606,53011040606,11518,3827,P,16491172,15869745,53,11,40610,53011040610,3193,1075,W,3046096,2983974,3046096,2983974,18.47,18.8,100,100,3193,27.72,100,1075,28.09,100
53,11,40702,53011040702,8901,3179,P,39509428,39509428,53,11,40703,53011040703,6384,2176,P,4839629,4839629,4637,4637,0.01,0.01,0.1,0.1,0,0,0,0,0,0
53,11,40702,53011040702,8901,3179,P,39509428,39509428,53,11,40709,53011040709,4196,1448,W,11630295,11630295,11630295,11630295,29.44,29.44,100,100,4196,47.14,100,1448,45.55,100
53,11,40702,53011040702,8901,3179,P,39509428,39509428,53,11,40710,53011040710,4705,1731,W,27874496,27874496,27874496,27874496,70.55,70.55,100,100,4705,52.86,100,1731,54.45,100
53,11,40703,53011040703,6384,2176,W,4834992,4834992,53,11,40703,53011040703,6384,2176,P,4839629,4839629,4834992,4834992,100,100,99.9,99.9,6384,100,100,2176,100,100
53,11,40705,53011040705,11756,3927,P,6587739,6587739,53,11,40707,53011040707,3245,1102,W,1656649,1656649,1656649,1656649,25.15,25.15,100,100,3245,27.6,100,1102,28.06,100
53,11,40705,53011040705,11756,3927,P,6587739,6587739,53,11,40711,53011040711,3098,1051,W,2011351,2011351,2011351,2011351,30.53,30.53,100,100,3098,26.35,100,1051,26.76,100
53,11,40705,53011040705,11756,3927,P,6587739,6587739,53,11,40712,53011040712,5413,1774,W,2919739,2919739,2919739,2919739,44.32,44.32,100,100,5413,46.04,100,1774,45.17,100
53,11,40706,53011040706,3702,1401,W,1891044,1891044,53,11,40706,53011040706,3702,1401,W,1891044,1891044,1891044,1891044,100,100,100,100,3702,100,100,1401,100,100
53,11,40803,53011040803,5035,1873,W,3771996,3771996,53,11,40803,53011040803,5035,1873,W,3771996,3771996,3771996,3771996,100,100,100,100,5035,100,100,1873,100,100
53,11,40804,53011040804,10509,3862,P,8231137,8202251,53,11,40808,53011040808,1605,626,W,3704556,3704556,3704556,3704556,45.01,45.17,100,100,1605,15.27,100,626,16.21,100
53,11,40804,53011040804,10509,3862,P,8231137,8202251,53,11,40809,53011040809,6176,2162,W,2285631,2285631,2285631,2285631,27.77,27.87,100,100,6176,58.77,100,2162,55.98,100
53,11,40804,53011040804,10509,3862,P,8231137,8202251,53,11,40810,53011040810,2728,1074,W,2240950,2212064,2240950,2212064,27.23,26.97,100,100,2728,25.96,100,1074,27.81,100
53,11,40805,53011040805,5735,2119,W,12798935,12794606,53,11,40805,53011040805,5735,2119,W,12798935,12794606,12798935,12794606,100,100,100,100,5735,100,100,2119,100,100
53,11,40806,53011040806,4611,1548,W,3494967,3494967,53,11,40806,53011040806,4611,1548,W,3494967,3494967,3494967,3494967,100,100,100,100,4611,100,100,1548,100,100
53,11,40904,53011040904,5797,2426,W,4220977,4220977,53,11,40904,53011040904,5797,2426,W,4220977,4220977,4220977,4220977,100,100,100,100,5797,100,100,2426,100,100
53,11,40905,53011040905,3157,1223,W,26372264,26255192,53,11,40905,53011040905,3157,1223,W,26372264,26255192,26372264,26255192,100,100,100,100,3157,100,100,1223,100,100
53,11,40906,53011040906,9457,3696,P,11176562,11176562,53,11,40907,53011040907,4661,1570,P,5814810,5443148,44,44,0,0,0,0,0,0,0,0,0,0
53,11,40906,53011040906,9457,3696,P,11176562,11176562,53,11,40909,53011040909,5088,2270,W,4218162,4218162,4218162,4218162,37.74,37.74,100,100,5088,53.8,100,2270,61.42,100
53,11,40906,53011040906,9457,3696,P,11176562,11176562,53,11,40910,53011040910,4369,1426,W,6958356,6958356,6958356,6958356,62.26,62.26,100,100,4369,46.2,100,1426,38.58,100
53,11,40907,53011040907,4661,1570,W,5814766,5443104,53,11,40907,53011040907,4661,1570,P,5814810,5443148,5814766,5443104,100,100,100,100,4661,100,100,1570,100,100
53,11,40908,53011040908,6161,2265,W,4384811,4384811,53,11,40908,53011040908,6161,2265,W,4384811,4384811,4384811,4384811,100,100,100,100,6161,100,100,2265,100,100
53,11,41002,53011041002,6379,3000,P,7458523,7458523,53,11,41010,53011041010,3385,1781,W,3577023,3577023,3577023,3577023,47.96,47.96,100,100,3385,53.06,100,1781,59.37,100
53,11,41002,53011041002,6379,3000,P,7458523,7458523,53,11,41011,53011041011,2994,1219,W,3881500,3881500,3881500,3881500,52.04,52.04,100,100,2994,46.94,100,1219,40.63,100
53,11,41003,53011041003,3968,1642,W,3416861,3346707,53,11,41003,53011041003,3968,1642,W,3416861,3346707,3416861,3346707,100,100,100,100,3968,100,100,1642,100,100
53,11,41005,53011041005,2370,999,W,58608487,36553647,53,11,41005,53011041005,2370,999,W,58608487,36553647,58608487,36553647,100,100,100,100,2370,100,100,999,100,100
53,11,41007,53011041007,3066,1318,P,1968599,1968599,53,11,41007,53011041007,3066,1318,W,1966369,1966369,1966369,1966369,99.89,99.89,100,100,3066,100,100,1318,100,100
53,11,41007,53011041007,3066,1318,P,1968599,1968599,53,11,41008,53011041008,3754,1487,P,2580923,2580923,2230,2230,0.11,0.11,0.09,0.09,0,0,0,0,0,0
53,11,41008,53011041008,3754,1487,W,2578693,2578693,53,11,41008,53011041008,3754,1487,P,2580923,2580923,2578693,2578693,100,100,99.91,99.91,3754,100,100,1487,100,100
53,11,41009,53011041009,3578,1700,W,2441489,2436545,53,11,41009,53011041009,3578,1700,W,2441489,2436545,2441489,2436545,100,100,100,100,3578,100,100,1700,100,100
53,11,41104,53011041104,3799,1343,W,1911989,1911989,53,11,41104,53011041104,3799,1343,W,1911989,1911989,1911989,1911989,100,100,100,100,3799,100,100,1343,100,100
53,11,41105,53011041105,5206,2054,W,4604522,4604522,53,11,41105,53011041105,5206,2054,W,4604522,4604522,4604522,4604522,100,100,100,100,5206,100,100,2054,100,100
53,11,41107,53011041107,2504,980,W,2031926,2031926,53,11,41107,53011041107,2504,980,W,2031926,2031926,2031926,2031926,100,100,100,100,2504,100,100,980,100,100
53,11,41108,53011041108,6626,3452,W,3199755,3199755,53,11,41108,53011041108,6626,3452,W,3199755,3199755,3199755,3199755,100,100,100,100,6626,100,100,3452,100,100
53,11,41109,53011041109,8345,3685,P,3028226,3024998,53,11,41111,53011041111,3096,1371,W,771802,771802,771802,771802,25.49,25.51,100,100,3096,37.1,100,1371,37.2,100
53,11,41109,53011041109,8345,3685,P,3028226,3024998,53,11,41112,53011041112,5249,2314,W,2256424,2253196,2256424,2253196,74.51,74.49,100,100,5249,62.9,100,2314,62.8,100
53,11,41110,53011041110,5849,2278,W,3099697,3087805,53,11,41110,53011041110,5849,2278,W,3099697,3087805,3099697,3087805,100,100,100,100,5849,100,100,2278,100,100
53,11,41201,53011041201,6339,2990,P,4478727,4075833,53,11,41201,53011041201,6339,2990,P,4534565,4131671,4478672,4075778,100,100,98.77,98.65,6339,100,100,2990,100,100
53,11,41201,53011041201,6339,2990,P,4478727,4075833,53,11,43100,53011043100,3884,1756,P,3379160,3010906,55,55,0,0,0,0,0,0,0,0,0,0
53,11,41203,53011041203,4543,1785,W,3906352,3906352,53,11,41203,53011041203,4543,1785,W,3906352,3906352,3906352,3906352,100,100,100,100,4543,100,100,1785,100,100
53,11,41205,53011041205,4649,2071,W,2457082,2457082,53,11,41205,53011041205,4649,2071,W,2457082,2457082,2457082,2457082,100,100,100,100,4649,100,100,2071,100,100
53,11,41206,53011041206,5535,2085,W,3098992,3098992,53,11,41206,53011041206,5535,2085,W,3098992,3098992,3098992,3098992,100,100,100,100,5535,100,100,2085,100,100
53,11,41309,53011041309,4802,2053,P,3054456,2994402,53,11,41201,53011041201,6339,2990,P,4534565,4131671,55893,55893,1.83,1.87,1.23,1.35,0,0,0,0,0,0
53,11,41309,53011041309,4802,2053,P,3054456,2994402,53,11,41309,53011041309,4802,2053,W,2998563,2938509,2998563,2938509,98.17,98.13,100,100,4802,100,100,2053,100,100
53,11,41310,53011041310,4746,2553,W,4108393,3535539,53,11,41310,53011041310,4746,2553,W,4108393,3535539,4108393,3535539,100,100,100,100,4746,100,100,2553,100,100
53,11,41312,53011041312,4038,1797,W,2708897,2708897,53,11,41312,53011041312,4038,1797,W,2708897,2708897,2708897,2708897,100,100,100,100,4038,100,100,1797,100,100
53,11,41313,53011041313,2534,1095,W,1822370,1822370,53,11,41313,53011041313,2534,1095,W,1822370,1822370,1822370,1822370,100,100,100,100,2534,100,100,1095,100,100
53,11,41314,53011041314,7001,2597,P,3296372,3296372,53,11,41330,53011041330,4436,1593,W,1838009,1838009,1838009,1838009,55.76,55.76,100,100,4436,63.36,100,1593,61.34,100
53,11,41314,53011041314,7001,2597,P,3296372,3296372,53,11,41331,53011041331,2565,1004,W,1458363,1458363,1458363,1458363,44.24,44.24,100,100,2565,36.64,100,1004,38.66,100
53,11,41315,53011041315,10880,3407,P,10868580,10868580,53,11,41326,53011041326,2499,836,W,3482865,3482865,3482865,3482865,32.05,32.05,100,100,2499,22.97,100,836,24.54,100
53,11,41315,53011041315,10880,3407,P,10868580,10868580,53,11,41327,53011041327,8381,2571,W,7385715,7385715,7385715,7385715,67.95,67.95,100,100,8381,77.03,100,2571,75.46,100
53,11,41316,53011041316,6892,2319,P,3042465,3042465,53,11,41332,53011041332,3622,1227,W,1580129,1580129,1580129,1580129,51.94,51.94,100,100,3622,52.55,100,1227,52.91,100
53,11,41316,53011041316,6892,2319,P,3042465,3042465,53,11,41333,53011041333,3270,1092,W,1462336,1462336,1462336,1462336,48.06,48.06,100,100,3270,47.45,100,1092,47.09,100
53,11,41317,53011041317,4080,1856,W,2944218,2944218,53,11,41317,53011041317,4080,1856,W,2944218,2944218,2944218,2944218,100,100,100,100,4080,100,100,1856,100,100
53,11,41318,53011041318,4733,1998,W,3470651,3463490,53,11,41318,53011041318,4733,1998,W,3470651,3463490,3470651,3463490,100,100,100,100,4733,100,100,1998,100,100
53,11,41319,53011041319,6022,2165,W,3253053,3253053,53,11,41319,53011041319,6022,2165,W,3253053,3253053,3253053,3253053,100,100,100,100,6022,100,100,2165,100,100
53,11,41320,53011041320,5941,2278,W,2225846,2225846,53,11,41320,53011041320,5941,2278,W,2225846,2225846,2225846,2225846,100,100,100,100,5941,100,100,2278,100,100
53,11,41321,53011041321,2808,1065,W,3998177,3998177,53,11,41321,53011041321,2808,1065,W,3998177,3998177,3998177,3998177,100,100,100,100,2808,100,100,1065,100,100
53,11,41322,53011041322,4386,2064,W,2185452,2185452,53,11,41322,53011041322,4386,2064,W,2185452,2185452,2185452,2185452,100,100,100,100,4386,100,100,2064,100,100
53,11,41323,53011041323,5458,2305,W,2076879,2076879,53,11,41323,53011041323,5458,2305,W,2076879,2076879,2076879,2076879,100,100,100,100,5458,100,100,2305,100,100
53,11,41324,53011041324,9509,3989,P,8677899,8677899,53,11,41328,53011041328,5558,2441,W,5485526,5485526,5485526,5485526,63.21,63.21,100,100,5558,58.45,100,2441,61.19,100
53,11,41324,53011041324,9509,3989,P,8677899,8677899,53,11,41329,53011041329,3951,1548,W,3192373,3192373,3192373,3192373,36.79,36.79,100,100,3951,41.55,100,1548,38.81,100
53,11,41325,53011041325,5059,1879,P,5747714,4761458,53,11,41325,53011041325,5059,1879,W,5744632,4758376,5744632,4758376,99.95,99.94,100,100,5059,100,100,1879,100,100
53,11,41325,53011041325,5059,1879,P,5747714,4761458,53,11,41400,53011041400,5075,2029,P,13097150,8647115,3082,3082,0.05,0.06,0.02,0.04,0,0,0,0,0,0
53,11,41400,53011041400,5075,2029,W,13094068,8644033,53,11,41400,53011041400,5075,2029,P,13097150,8647115,13094068,8644033,100,100,99.98,99.96,5075,100,100,2029,100,100
53,11,41500,53011041500,2732,1158,W,4797183,3600219,53,11,41500,53011041500,2732,1158,W,4797183,3600219,4797183,3600219,100,100,100,100,2732,100,100,1158,100,100
53,11,41600,53011041600,3603,1593,W,2774568,2774568,53,11,41600,53011041600,3603,1593,W,2774568,2774568,2774568,2774568,100,100,100,100,3603,100,100,1593,100,100
53,11,41700,53011041700,3919,1683,W,1133332,1133332,53,11,41700,53011041700,3919,1683,W,1133332,1133332,1133332,1133332,100,100,100,100,3919,100,100,1683,100,100
53,11,41800,53011041800,4037,1711,W,1500023,1500023,53,11,41800,53011041800,4037,1711,W,1500023,1500023,1500023,1500023,100,100,100,100,4037,100,100,1711,100,100
53,11,41900,53011041900,2056,1036,W,1176296,1176296,53,11,41900,53011041900,2056,1036,W,1176296,1176296,1176296,1176296,100,100,100,100,2056,100,100,1036,100,100
53,11,42000,53011042000,1603,717,W,698152,698152,53,11,42000,53011042000,1603,717,W,698152,698152,698152,698152,100,100,100,100,1603,100,100,717,100,100
53,11,42100,53011042100,3155,1360,W,1316315,1316315,53,11,42100,53011042100,3155,1360,W,1316315,1316315,1316315,1316315,100,100,100,100,3155,100,100,1360,100,100
53,11,42300,53011042300,2858,1482,W,1203815,1203815,53,11,42300,53011042300,2858,1482,W,1203815,1203815,1203815,1203815,100,100,100,100,2858,100,100,1482,100,100
53,11,42400,53011042400,1995,922,W,1466057,1021218,53,11,42400,53011042400,1995,922,W,1466057,1021218,1466057,1021218,100,100,100,100,1995,100,100,922,100,100
53,11,42500,53011042500,1176,702,W,937303,937303,53,11,42500,53011042500,1176,702,W,937303,937303,937303,937303,100,100,100,100,1176,100,100,702,100,100
53,11,42600,53011042600,4653,2740,W,9231073,7399119,53,11,42600,53011042600,4653,2740,W,9231073,7399119,9231073,7399119,100,100,100,100,4653,100,100,2740,100,100
53,11,42700,53011042700,4320,2075,W,1102003,1102003,53,11,42700,53011042700,4320,2075,W,1102003,1102003,1102003,1102003,100,100,100,100,4320,100,100,2075,100,100
53,11,42800,53011042800,2772,1273,W,2455104,2455104,53,11,42800,53011042800,2772,1273,W,2455104,2455104,2455104,2455104,100,100,100,100,2772,100,100,1273,100,100
53,11,42900,53011042900,1545,628,W,1614205,1614205,53,11,42900,53011042900,1545,628,W,1614205,1614205,1614205,1614205,100,100,100,100,1545,100,100,628,100,100
53,11,43000,53011043000,1756,752,W,1315540,1315540,53,11,43000,53011043000,1756,752,W,1315540,1315540,1315540,1315540,100,100,100,100,1756,100,100,752,100,100
53,11,43100,53011043100,3884,1756,W,3379105,3010851,53,11,43100,53011043100,3884,1756,P,3379160,3010906,3379105,3010851,100,100,100,100,3884,100,100,1756,100,100
53,13,960200,53013960200,4078,2136,W,2262301669,2249734818,53,13,960200,53013960200,4078,2136,P,2262305659,2249738808,2262301669,2249734818,100,100,100,100,4078,100,100,2136,100,100
53,15,100,53015000100,365,179,W,989878,989878,53,15,2100,53015002100,4303,2118,P,3974115,3510577,989878,989878,100,100,24.91,28.2,365,100,8.48,179,100,8.45
53,15,200,53015000200,3938,1939,W,2984237,2520699,53,15,2100,53015002100,4303,2118,P,3974115,3510577,2984237,2520699,100,100,75.09,71.8,3938,100,91.52,1939,100,91.55
53,15,300,53015000300,509,300,P,36038544,23919340,53,15,300,53015000300,509,300,W,36038307,23919103,36038307,23919103,100,100,100,100,509,100,100,300,100,100
53,15,300,53015000300,509,300,P,36038544,23919340,53,15,1200,53015001200,4386,1864,P,20063976,20063976,237,237,0,0,0,0,0,0,0,0,0,0
53,15,400,53015000400,3612,2140,W,2317443,2188095,53,15,400,53015000400,3612,2140,W,2317443,2188095,2317443,2188095,100,100,100,100,3612,100,100,2140,100,100
53,15,501,53015000501,2826,1245,W,1111344,1111344,53,15,501,53015000501,2826,1245,W,1111344,1111344,1111344,1111344,100,100,100,100,2826,100,100,1245,100,100
53,15,502,53015000502,4858,1778,W,1470748,1470748,53,15,502,53015000502,4858,1778,W,1470748,1470748,1470748,1470748,100,100,100,100,4858,100,100,1778,100,100
53,15,601,53015000601,3867,1790,W,1226952,1226952,53,15,601,53015000601,3867,1790,W,1226952,1226952,1226952,1226952,100,100,100,100,3867,100,100,1790,100,100
53,15,602,53015000602,3017,1368,W,2312193,2312193,53,15,602,53015000602,3017,1368,W,2312193,2312193,2312193,2312193,100,100,100,100,3017,100,100,1368,100,100
53,15,701,53015000701,8630,3693,P,11708831,11589211,53,15,703,53015000703,1601,723,W,5083657,4964037,5083657,4964037,43.42,42.83,100,100,1601,18.55,100,723,19.58,100
53,15,701,53015000701,8630,3693,P,11708831,11589211,53,15,704,53015000704,7029,2970,W,6625174,6625174,6625174,6625174,56.58,57.17,100,100,7029,81.45,100,2970,80.42,100
53,15,702,53015000702,3079,1183,W,2978771,2978771,53,15,702,53015000702,3079,1183,W,2978771,2978771,2978771,2978771,100,100,100,100,3079,100,100,1183,100,100
53,15,800,53015000800,6727,2691,W,16102740,16010381,53,15,800,53015000800,6727,2691,W,16102740,16010381,16102740,16010381,100,100,100,100,6727,100,100,2691,100,100
53,15,900,53015000900,7008,2701,W,13948434,13613834,53,15,900,53015000900,7008,2701,W,13948434,13613834,13948434,13613834,100,100,100,100,7008,100,100,2701,100,100
53,15,1000,53015001000,1226,641,W,836436,784339,53,15,1000,53015001000,1226,641,W,836436,784339,836436,784339,100,100,100,100,1226,100,100,641,100,100
53,15,1100,53015001100,5856,2464,W,7168399,6546673,53,15,1100,53015001100,5856,2464,W,7168399,6546673,7168399,6546673,100,100,100,100,5856,100,100,2464,100,100
53,15,1200,53015001200,4386,1864,W,20063739,20063739,53,15,1200,53015001200,4386,1864,P,20063976,20063976,20063739,20063739,100,100,100,100,4386,100,100,1864,100,100
53,15,1300,53015001300,3606,1441,W,10207897,9875476,53,15,1300,53015001300,3606,1441,W,10207897,9875476,10207897,9875476,100,100,100,100,3606,100,100,1441,100,100
53,15,1500,53015001500,10923,4361,P,502373004,477567373,53,15,1501,53015001501,3005,1380,W,421259536,405573232,421259536,405573232,83.85,84.92,100,100,3005,27.51,100,1380,31.64,100
53,15,1500,53015001500,10923,4361,P,502373004,477567373,53,15,1502,53015001502,7918,2981,W,81113468,71994141,81113468,71994141,16.15,15.08,100,100,7918,72.49,100,2981,68.36,100
53,15,1600,53015001600,6330,2702,W,111393683,106630680,53,15,1600,53015001600,6330,2702,W,111393683,106630680,111393683,106630680,100,100,100,100,6330,100,100,2702,100,100
53,15,1700,53015001700,5169,2043,W,394093973,393217405,53,15,1700,53015001700,5169,2043,W,394093973,393217405,394093973,393217405,100,100,100,100,5169,100,100,2043,100,100
53,15,1800,53015001800,1689,748,P,1155947410,1149790648,53,15,1800,53015001800,1689,748,P,1155947814,1149791052,1155946987,1149790225,100,100,100,100,1689,100,100,748,100,100
53,15,1800,53015001800,1689,748,P,1155947410,1149790648,53,41,971700,53041971700,4652,2307,P,696039117,667670642,423,423,0,0,0,0,0,0,0,0,0,0
53,15,1900,53015001900,5118,2038,W,300684824,292314800,53,15,1900,53015001900,5118,2038,W,300684824,292314800,300684824,292314800,100,100,100,100,5118,100,100,2038,100,100
53,15,2001,53015002001,3607,1580,P,229019234,227385735,53,15,2001,53015002001,3609,1581,P,229200963,227567464,228903364,227269865,99.95,99.95,99.87,99.87,3607,100,99.94,1580,100,99.94
53,15,2001,53015002001,3607,1580,P,229019234,227385735,53,41,971500,53041971500,7092,2884,P,708739853,707016383,11355,11355,0,0,0,0,0,0,0,0,0,0
53,15,2001,53015002001,3607,1580,P,229019234,227385735,53,41,971600,53041971600,3945,1656,P,183433379,182548453,104515,104515,0.05,0.05,0.06,0.06,0,0,0,0,0,0
53,15,2002,53015002002,6062,2560,W,195312875,188620181,53,15,2002,53015002002,6062,2560,W,195312875,188620181,195312875,188620181,100,100,100,100,6062,100,100,2560,100,100
53,17,950100,53017950100,6499,3085,W,2214830291,2155563511,53,17,950100,53017950100,6499,3085,P,2214830846,2155563609,2214830291,2155563511,100,100,100,100,6499,100,100,3085,100,100
53,17,950200,53017950200,2224,1336,P,2349498071,2345336323,53,17,950200,53017950200,2224,1336,W,2349485921,2345324173,2349485921,2345324173,100,100,100,100,2224,100,100,1336,100,100
53,17,950200,53017950200,2224,1336,P,2349498071,2345336323,53,25,10100,53025010100,3638,2278,P,1488811795,1360927269,12150,12150,0,0,0,0,0,0,0,0,0,0
53,17,950300,53017950300,6057,2358,W,193865154,183750726,53,17,950300,53017950300,6057,2358,W,193865154,183750726,193865154,183750726,100,100,100,100,6057,100,100,2358,100,100
53,17,950400,53017950400,6392,2540,W,11955821,10690916,53,17,950400,53017950400,6392,2540,W,11955821,10690916,11955821,10690916,100,100,100,100,6392,100,100,2540,100,100
53,17,950500,53017950500,3264,1455,W,2740154,2349220,53,17,950500,53017950500,3264,1455,W,2740154,2349220,2740154,2349220,100,100,100,100,3264,100,100,1455,100,100
53,17,950600,53017950600,4453,1647,W,5939995,5939995,53,17,950600,53017950600,4453,1647,W,5939995,5939995,5939995,5939995,100,100,100,100,4453,100,100,1647,100,100
53,17,950700,53017950700,4350,1692,W,2636823,2636823,53,17,950700,53017950700,4350,1692,W,2636823,2636823,2636823,2636823,100,100,100,100,4350,100,100,1692,100,100
53,17,950800,53017950800,5192,1891,W,6540304,5616807,53,17,950800,53017950800,5192,1891,W,6540304,5616807,6540304,5616807,100,100,100,100,5192,100,100,1891,100,100
53,19,980100,53019980100,2694,1554,W,2020779632,2004859962,53,19,970100,53019970100,2694,1554,W,2020779632,2004859962,2020779632,2004859962,100,100,100,100,2694,100,100,1554,100,100
53,19,980200,53019980200,3126,1860,W,896997340,892885619,53,19,970200,53019970200,3126,1860,P,896999559,892887838,896997340,892885619,100,100,100,100,3126,100,100,1860,100,100
53,19,980300,53019980300,1731,989,W,2928655840,2808406701,53,19,940000,53019940000,1731,989,W,2928655840,2808406701,2928655840,2808406701,100,100,100,100,1731,100,100,989,100,100
53,21,20100,53021020100,9654,2425,W,42561949,38546586,53,21,20100,53021020100,9654,2425,W,42561949,38546586,42561949,38546586,100,100,100,100,9654,100,100,2425,100,100
53,21,20200,53021020200,6021,1772,W,2476581,2476581,53,21,20200,53021020200,6021,1772,W,2476581,2476581,2476581,2476581,100,100,100,100,6021,100,100,1772,100,100
53,21,20300,53021020300,5727,1627,P,10843973,10843973,53,21,20300,53021020300,5727,1627,W,3631236,3631236,3631236,3631236,33.49,33.49,100,100,5727,100,100,1627,100,100
