,Unnamed: 0,Id,Geography,City,Percentage: Public transportation (excluding taxicab),Percentage: Nonfamily household,Married-couple family household with own children ,Percentage: bachelors degree or higher,Population 25 years and over,Median income,Percentage: Renter-occupied housing units,Renter-occupied housing units; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 30 percent or more,Median House value (dollars),Dwelling Units: - 3 or 4,Dwelling Units: -5 or more, 3 or more vehicles available,Percentage: Not Hispanic or Latino: - White ,Year,inflation_adj_median_house_value,increase_in_edu_attainment_2015,increase_in_house_value_2015,def_1,increase_in_home_price_distribution_2015,def_2
688,688,53033030005,"Census Tract 300.05, King County, Washington",Puyallup Res,3,27,,9.7,,51453,20,179.0,233800,32,206,393,0.55,2010,252504.00000000003,,,None,,None
689,689,53033030006,"Census Tract 300.06, King County, Washington",Puyallup Res,12,54,,15.4,,41949,81,402.0,259500,0,1351,180,0.43,2010,280260.0,,,None,,None
690,690,53033030100,"Census Tract 301, King County, Washington",Puyallup Res,5,23,,37.9,,85625,17,109.0,390700,169,132,949,0.74,2010,421956.0,,,None,,None
691,691,53033030201,"Census Tract 302.01, King County, Washington",Puyallup Res,5,31,,19.4,,55070,38,237.0,249800,256,378,386,0.51,2010,269784.0,,,None,,None
692,692,53033030202,"Census Tract 302.02, King County, Washington",Puyallup Res,8,37,,21.8,,52017,37,272.0,264400,113,656,424,0.51,2010,285552.0,,,None,,None
693,693,53033030304,"Census Tract 303.04, King County, Washington",Puyallup Res,2,18,,32.0,,78365,25,98.0,333400,0,86,378,0.68,2010,360072.0,,,None,,None
694,694,53033030305,"Census Tract 303.05, King County, Washington",Puyallup Res,12,41,,26.8,,68833,29,236.0,304200,156,440,540,0.68,2010,328536.0,,,None,,None
695,695,53033030306,"Census Tract 303.06, King County, Washington",Puyallup Res,4,19,,28.5,,78438,16,124.0,317400,125,114,709,0.65,2010,342792.0,,,None,,None
696,696,53033030308,"Census Tract 303.08, King County, Washington",Puyallup Res,8,16,,36.7,,61731,39,419.0,336500,335,544,380,0.4,2010,363420.0,,,None,,None
697,697,53033030309,"Census Tract 303.09, King County, Washington",Puyallup Res,9,49,,38.1,,49685,66,739.0,292600,875,1065,198,0.51,2010,316008.0,,,None,,None
698,698,53033030310,"Census Tract 303.10, King County, Washington",Federal Way,8,31,,30.3,,64913,37,538.0,336500,19,600,507,0.49,2010,363420.0,,,None,,None
699,699,53033030311,"Census Tract 303.11, King County, Washington",Puyallup Res,10,26,,21.3,,62809,26,129.0,271300,0,133,513,0.48,2010,293004.0,,,None,,None
700,700,53033030312,"Census Tract 303.12, King County, Washington",Federal Way,3,35,,30.8,,61071,41,404.0,282100,121,554,327,0.65,2010,304668.0,,,None,,None
701,701,53033030313,"Census Tract 303.13, King County, Washington",Puyallup Res,9,51,,22.3,,42321,59,282.0,136000,136,886,157,0.55,2010,146880.0,,,None,,None
702,702,53033030314,"Census Tract 303.14, King County, Washington",Puyallup Res,12,46,,19.8,,35355,48,179.0,209100,349,915,215,0.61,2010,225828.00000000003,,,None,,None
703,703,53033030401,"Census Tract 304.01, King County, Washington",Lakeland Sputh,3,30,,26.0,,67412,33,447.0,302100,85,573,737,0.7,2010,326268.0,,,None,,None
704,704,53033030403,"Census Tract 304.03, King County, Washington",Puyallup Res,4,25,,24.7,,74615,9,61.0,297100,0,31,400,0.6,2010,320868.0,,,None,,None
705,705,53033030404,"Census Tract 304.04, King County, Washington",Lakeland Sputh,5,21,,23.6,,75208,5,29.0,335300,0,9,579,0.79,2010,362124.0,,,None,,None
706,706,53033030501,"Census Tract 305.01, King County, Washington",Muckleshoot Res,13,71,,8.9,,19946,81,135.0,240600,61,525,112,0.79,2010,259848.00000000003,,,None,,None
707,707,53033030503,"Census Tract 305.03, King County, Washington",Muckleshoot Res,9,57,,10.9,,39471,65,438.0,114000,306,656,82,0.6,2010,123120.00000000001,,,None,,None
708,708,53033030504,"Census Tract 305.04, King County, Washington",Muckleshoot Res,4,47,,12.7,,37500,59,369.0,182900,312,622,232,0.57,2010,197532.0,,,None,,None
709,709,53033030600,"Census Tract 306, King County, Washington",Muckleshoot Res,4,44,,15.9,,42571,51,210.0,257300,113,614,400,0.78,2010,277884.0,,,None,,None
710,710,53033030700,"Census Tract 307, King County, Washington",Muckleshoot Res,10,40,,10.6,,36932,67,297.0,246800,186,443,226,0.65,2010,266544.0,,,None,,None
711,711,53033030801,"Census Tract 308.01, King County, Washington",Muckleshoot Res,4,35,,7.8,,38574,43,442.0,30000,488,368,258,0.57,2010,32400.000000000004,,,None,,None
712,712,53033030802,"Census Tract 308.02, King County, Washington",Muckleshoot Res,11,29,,11.4,,45687,55,197.0,248800,94,458,383,0.74,2010,268704.0,,,None,,None
713,713,53033030901,"Census Tract 309.01, King County, Washington",Algona,3,17,,10.2,,60750,30,175.0,237300,40,0,342,0.59,2010,256284.00000000003,,,None,,None
714,714,53033030902,"Census Tract 309.02, King County, Washington",Pacific,1,34,,7.8,,49795,53,338.0,246200,241,433,525,0.63,2010,265896.0,,,None,,None
715,715,53033031000,"Census Tract 310, King County, Washington",Auburn,5,22,,37.0,,92333,11,54.0,364700,10,175,324,0.75,2010,393876.0,,,None,,None
716,716,53033031100,"Census Tract 311, King County, Washington",Muckleshoot Res,8,40,,12.2,,49016,46,413.0,222000,346,744,563,0.6,2010,239760.00000000003,,,None,,None
717,717,53033031202,"Census Tract 312.02, King County, Washington",Muckleshoot Res,5,16,,29.6,,91069,7,13.0,473100,0,0,954,0.75,2010,510948.00000000006,,,None,,None
718,718,53033031204,"Census Tract 312.04, King County, Washington",Lake Holm,1,19,,21.4,,81726,19,169.0,357100,0,143,1087,0.85,2010,385668.0,,,None,,None
719,719,53033031205,"Census Tract 312.05, King County, Washington",Muckleshoot Res,4,27,,29.9,,71449,25,159.0,312500,69,484,626,0.74,2010,337500.0,,,None,,None
720,720,53033031206,"Census Tract 312.06, King County, Washington",Muckleshoot Res,6,36,,24.3,,58438,38,246.0,261200,10,544,401,0.66,2010,282096.0,,,None,,None
721,721,53033031301,"Census Tract 313.01, King County, Washington",Muckleshoot Res,1,32,,18.9,,74100,14,31.0,377300,0,0,462,0.92,2010,407484.0,,,None,,None
722,722,53033031302,"Census Tract 313.02, King County, Washington",Enumclaw,1,29,,21.8,,65241,33,167.0,285900,231,84,619,0.86,2010,308772.0,,,None,,None
723,723,53033031400,"Census Tract 314, King County, Washington",Enumclaw,2,38,,17.0,,57220,35,328.0,279800,63,550,680,0.94,2010,302184.0,,,None,,None
724,724,53033031501,"Census Tract 315.01, King County, Washington",Ravensdale,0,24,,16.0,,75500,17,45.0,387800,0,0,689,0.89,2010,418824.0,,,None,,None
725,725,53033031502,"Census Tract 315.02, King County, Washington",Ravensdale,0,33,,24.7,,65255,18,75.0,346800,79,135,752,0.94,2010,374544.0,,,None,,None
726,726,53033031601,"Census Tract 316.01, King County, Washington",Lake Morton Berrydale,4,18,,28.7,,105605,3,0.0,383100,0,9,845,0.92,2010,413748.0,,,None,,None
