Id,neighborhood,larger_neighborhood,Name, Population,Median Household Income,"Housing, Median Value Owner Households",Percentage: Education Attainment Bachelors Degree,"Housing, Median Rent","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w 3-4 Units","Percentage: Housing, Occupied Structure w 5+ Units",Percentage: Households w 3 Vehicles,Percentage: Households w 4+ Vehicles,"Percentage: Families, Married w Children Under 18",Total Households,Year
530330002006,Olympic Hills,Lake City,BG0002006,1349,79518,368379,42.86,1711,16.53,68.42,568,23.29,0,2.46,9.61,2.03,31.46,1164,2013
530330003001,Haller Lake,Northgate,BG0003001,1292,62778,341810,29.9,1107,14.12,64.55,520,26.49,0,6.92,10.96,4.58,33.64,1129,2013
530330003002,Haller Lake,Northgate,BG0003002,1420,79752,334973,16.81,902,12.43,56.62,688,40.85,2.18,15.84,11.04,4.73,29.17,1151,2013
530330004011,Haller Lake,Northgate,BG0004011,2984,34529,281443,22.02,929,4.43,49.23,2023,78.62,2.72,75.23,8.24,0.42,24.35,1144,2013
530330004012,Bitter Lake,Seattle,BG0004012,1480,78629,373034,24.54,1003,11.52,62.5,733,56.76,1.64,30.83,8.24,0.44,29.72,1132,2013
530330004013,Bitter Lake,Seattle,BG0004013,1336,20687,284896,20.02,374,18.42,71.63,1112,67.94,2.7,83.36,8.28,0.42,16.67,1115,2013
530330004021,Bitter Lake,Seattle,BG0004021,1255,40517,368235,27.11,910,12.89,70.44,583,63.28,0,40.82,5.72,1.66,27.12,1127,2013
530330004022,Haller Lake,Northgate,BG0004022,981,69072,353968,39.59,937,23.01,63.81,451,39.95,0,23.95,5.84,1.4,25.79,1122,2013
530330004023,Bitter Lake,Seattle,BG0004023,1256,47460,418045,31.06,947,14.83,64.09,641,48.35,0,52.26,5.78,1.49,29.66,1094,2013
530330004024,Bitter Lake,Seattle,BG0004024,1564,61571,402885,35.07,1257,11.6,83.5,885,62.56,0,54.35,5.81,1.54,23.95,1061,2013
530330005001,Broadview,Seattle,BG0005001,1287,157727,639831,42.67,1750,3.03,86.4,541,6.53,0,0,24.95,5.57,32.28,1042,2013
530330005002,Broadview,Seattle,BG0005002,926,108523,579114,41.82,1125,16.36,81.32,391,9.47,0,0,25.26,5.53,31.73,1029,2013
530330005003,North Beach/Blue Ridge,Seattle,BG0005003,1088,103214,552260,31.01,1167,7.57,83.82,471,6.11,0,0,25.11,5.43,35.13,1042,2013
530330006001,Haller Lake,Northgate,BG0006001,1456,59843,362393,26.59,1030,1.34,58.93,570,26.67,0,16.67,9.01,3.78,31.08,997,2013
530330006002,Pinehurst,Northgate,BG0006002,1230,35000,307407,34.39,984,29.92,55.53,665,69.52,0,77.89,9.05,3.97,23.64,983,2013
530330006003,Haller Lake,Northgate,BG0006003,1451,65586,397778,26.94,1028,17.04,63.68,683,38.28,0,19.03,9.19,3.83,26.76,978,2013
530330006004,North College Park,Northgate,BG0006004,1599,73876,367669,26.7,973,23.01,49.16,753,50,2.79,23.37,9.09,3.86,24.86,991,2013
530330006005,Haller Lake,Northgate,BG0006005,827,79500,360667,40.2,1194,7.28,63.85,318,23.84,0,0,8.94,3.64,31.19,976,2013
530330006006,Pinehurst,Northgate,BG0006006,1324,71536,350311,29.16,958,9.45,51.59,664,46.52,15.81,37.65,9.17,3.9,29.87,989,2013
530330007001,Meadowbrook,Lake City,BG0007001,1655,46455,308182,26.02,848,31.09,44.11,965,76.78,5.39,74.92,7.82,3.33,24.55,987,2013
530330007002,Matthews Beach,Lake City,BG0007002,1164,42579,299438,35.85,812,32.33,57.13,559,55.49,5.37,36.67,7.84,3.14,28.63,954,2013
530330007003,Pinehurst,Northgate,BG0007003,907,85061,357143,35.53,1335,17.94,63.51,442,33.65,0,30.54,7.88,3.1,22.51,969,2013
530330007004,Pinehurst,Northgate,BG0007004,925,70500,391398,24.5,1175,14.7,66.38,429,36.8,4.43,13.99,7.75,2.91,26.2,953,2013
530330008001,Matthews Beach,Lake City,BG0008001,1215,60784,379191,20.09,867,13.37,66.67,521,28.95,0,4.99,13.96,10.47,33.33,934,2013
530330008002,Matthews Beach,Lake City,BG0008002,1461,88782,427642,39.51,990,18.6,75.22,601,21.03,0,5.99,13.79,10.34,35.19,923,2013
530330009001,Matthews Beach,Lake City,BG0009001,1148,94643,607143,31.53,1346,18.74,78.05,501,15.81,0,5.19,18.59,3.42,31.86,942,2013
530330009002,Victory Heights,Seattle,BG0009002,947,105660,726744,25.6,1272,15.34,78.04,437,17.09,0,2.52,18.84,3.27,33.58,936,2013
530330010001,Matthews Beach,Lake City,BG0010001,942,66667,391549,13.32,847,7.45,53.4,398,51.71,13.32,22.61,9.45,4.99,36.57,933,2013
530330010002,Matthews Beach,Lake City,BG0010002,1086,82895,479661,31.68,1150,17.8,69.15,439,28.71,2.51,17.08,9.33,5.02,42.28,934,2013
530330011001,Maple Leaf,Northgate,BG0011001,1261,83333,487234,41.3,1272,14.52,63.76,597,40.55,3.02,21.78,3.85,8.99,30.99,931,2013
530330011002,Maple Leaf,Northgate,BG0011002,1347,94615,374545,26.04,1146,19.3,71.71,584,30.88,2.4,15.75,4.13,8.8,31.09,929,2013
530330012001,Maple Leaf,Northgate,BG0012001,1296,71000,412857,30.98,1107,16.47,69.52,557,29.55,0,23.34,3.98,0.76,33.54,916,2013
530330012002,Maple Leaf,Northgate,BG0012002,1213,47137,446154,20.77,890,45.92,53.34,587,77.76,2.56,58.77,3.98,0.54,30.38,898,2013
530330012003,Maple Leaf,Northgate,BG0012003,1402,28087,199123,23.49,721,43.7,59.99,1036,83.75,0,94.88,3.98,0.63,17.84,894,2013
530330012004,Maple Leaf,Northgate,BG0012004,1274,43776,219355,29.08,1028,17.13,41.99,705,88.6,7.66,77.45,3.95,0.46,22.27,889,2013
530330012005,Maple Leaf,Northgate,BG0012005,1568,29706,191346,26.01,966,14.09,45.92,933,82.69,3,89.28,3.98,0.58,18.25,880,2013
530330013001,North College Park,Northgate,BG0013001,1678,46442,305109,28.24,886,15.79,61.32,913,53.36,7.67,44.03,6.48,0.94,22.9,886,2013
530330013002,North College Park,Northgate,BG0013002,1412,45640,312500,11.41,827,23.69,46.6,704,65.24,1.99,53.13,6.25,0.76,21.05,883,2013
530330013003,North College Park,Northgate,BG0013003,1460,47293,433333,43.1,893,4.59,58.7,774,70.21,0,54.52,6.48,0.69,25.78,889,2013
530330014001,Bitter Lake,Seattle,BG0014001,1129,60714,357042,31.93,864,3.73,73.61,567,42,9.17,40.21,13.29,0.96,26.24,874,2013
530330014002,Bitter Lake,Seattle,BG0014002,1124,68289,394872,37.92,1100,19.31,75.18,541,43.6,0,29.57,13.4,1.2,31.14,874,2013
530330014003,Bitter Lake,Seattle,BG0014003,1395,49348,328571,22.02,977,12.47,63.37,686,60.12,2.62,32.94,13.24,1.07,25.49,862,2013
530330014004,Crown Hill,Seattle,BG0014004,1400,102273,453571,25.82,1263,12.87,83.79,606,17.27,0,0,13.5,1.03,38.8,884,2013
530330015001,Loyal Heights,Ballard,BG0015001,1245,96205,564706,42.3,941,3.09,88.35,556,18.27,0,9.35,15.63,3.58,36.47,860,2013
530330015002,Sunset Hill,Ballard,BG0015002,1297,106908,598684,30.99,961,3.59,87.2,608,19.38,0,4.61,15.57,3.46,33.43,875,2013
530330016001,Crown Hill,Seattle,BG0016001,1443,96307,794922,33.59,1545,8.18,89.61,595,7.48,0,0,8.7,3.3,38.39,855,2013
530330016002,Loyal Heights,Ballard,BG0016002,1408,104412,682624,29.45,2037,9.45,84.16,594,8.71,0,0,8.89,3.31,37.5,870,2013
530330016003,Whittier Heights,Ballard,BG0016003,1466,70037,367164,37.11,1031,15.12,69.17,737,48.3,4.61,24.97,8.81,3.41,26.18,856,2013
530330017011,Greenwood,Seattle,BG0017011,1672,56395,346512,38.59,1036,14.2,57.24,924,70.94,0,65.04,8.92,1.14,27.41,849,2013
530330017012,Greenwood,Seattle,BG0017012,1152,68250,272000,48.76,932,9.51,73.7,646,39.93,2.63,41.8,8.75,1.32,27.85,828,2013
530330017013,Bitter Lake,Seattle,BG0017013,1131,67672,333333,33.91,713,14.59,65.78,551,37.84,15.43,30.85,8.88,1.16,33.76,840,2013
530330017021,Bitter Lake,Seattle,BG0017021,1393,49741,368376,33.85,830,12.55,65.9,771,63.04,1.82,43.45,11.72,1.53,27.36,844,2013
530330017022,Whittier Heights,Ballard,BG0017022,1065,57471,360000,44.25,973,6.92,75.49,500,31.06,0,5.6,11.8,1.45,28.81,831,2013
530330017023,Greenwood,Seattle,BG0017023,1047,69703,380734,15.03,823,26.2,70.2,426,39.61,14.08,28.64,11.98,1.47,25.23,837,2013
530330017024,Greenwood,Seattle,BG0017024,907,44750,368182,22.94,1556,19.02,68.14,393,24.8,6.36,0,11.75,1.57,30.33,836,2013
530330018001,Green Lake,Seattle,BG0018001,1574,90842,432867,46.98,1153,10.25,61.69,701,41.05,3.42,11.98,8.27,1.65,28.13,818,2013
530330018002,Green Lake,Seattle,BG0018002,1571,77333,344195,34.84,1042,17.38,66.96,823,56.06,8.14,35.97,8.51,1.55,23.17,821,2013
530330018003,North College Park,Northgate,BG0018003,1635,79454,335829,55.64,961,29.85,63.91,881,54.23,4.31,26.22,8.58,1.62,23.77,823,2013
530330019001,Maple Leaf,Northgate,BG0019001,1618,53302,236735,30.25,1103,20.56,56.37,1186,55.37,2.7,80.52,3.39,3.15,23.4,799,2013
530330019002,Roosevelt,Seattle,BG0019002,1437,79167,461702,37.97,1255,11.78,75.57,610,26.78,8.03,5.25,3.22,3.05,37.32,816,2013
530330019003,Roosevelt,Seattle,BG0019003,1312,78125,430827,23.79,1654,12.62,76.37,557,23.84,0,0,3.35,3.17,35.39,816,2013
530330020001,Roosevelt,Seattle,BG0020001,1588,70455,408235,36.26,1048,19.15,73.55,843,44.94,0,36.54,6.62,1.43,36.92,811,2013
530330020002,Maple Leaf,Northgate,BG0020002,1027,70000,426619,37.61,984,12.59,75.07,479,29.63,5.43,12.32,6.54,1.31,33.08,807,2013
530330020003,Maple Leaf,Northgate,BG0020003,950,94615,425000,42.82,1353,16.9,81.47,433,27.98,0,10.39,6.33,1.46,43.67,812,2013
530330021001,Matthews Beach,Lake City,BG0021001,1594,95886,458065,33.39,1176,11.89,80.99,695,19.28,0,6.47,16.27,4.07,41,802,2013
530330021002,Maple Leaf,Northgate,BG0021002,930,89516,390141,41.28,889,17.26,71.72,442,35.53,7.01,27.38,16.47,4,33.01,787,2013
530330021003,Maple Leaf,Northgate,BG0021003,1452,79049,379167,41.83,922,29.78,67.56,705,41.12,3.97,10.5,16.24,3.95,35,791,2013
530330022001,Matthews Beach,Lake City,BG0022001,1566,93902,603545,30.64,1633,9.18,78.1,639,14.08,0,4.23,16.67,2.75,36.87,801,2013
530330022002,Matthews Beach,Lake City,BG0022002,1484,96382,458621,29.29,1421,19.27,76.42,617,20.93,0,0,16.81,2.92,40.33,804,2013
530330022003,Sand Point,Seattle,BG0022003,1288,123707,536145,26.19,1101,8.96,74.53,567,20,0,0,17.01,2.8,32.11,784,2013
530330022004,Sand Point,Seattle,BG0022004,1187,150794,862179,33.26,1750,6.17,81.47,545,5.12,0,21.47,16.8,2.87,32.15,798,2013
530330024001,View Ridge,Seattle,BG0024001,1007,93151,511745,45.4,1438,16.13,83.42,416,14.68,0,0,9.45,2.99,44.4,793,2013
530330024002,Bryant,Seattle,BG0024002,853,57813,495652,29.66,934,17.31,72.68,415,63,19.76,40.96,9.25,3,32.21,797,2013
530330024003,Ravenna,Seattle,BG0024003,1270,105833,476220,37.07,1382,18.83,79.69,527,25.35,0,2.28,9.51,2.97,44.71,790,2013
530330025001,Roosevelt,Seattle,BG0025001,1447,113618,486932,48.28,1150,21.88,75.47,644,18.37,0,0,12.36,5.69,42.41,797,2013
530330025002,Roosevelt,Seattle,BG0025002,1475,105435,468902,43.73,1394,20.15,78.92,710,44.43,5.35,12.68,12.32,5.72,35.47,792,2013
530330026001,Roosevelt,Seattle,BG0026001,1109,90741,473826,44.14,1537,29.41,78.63,501,40.21,0,18.56,12.21,3.58,41.42,776,2013
530330026002,Roosevelt,Seattle,BG0026002,1336,125321,580492,49.19,1031,27.2,84.21,554,20.3,1.81,6.68,12.1,3.72,37.14,782,2013
530330026003,Roosevelt,Seattle,BG0026003,1371,105147,442857,37.04,1165,20.14,74.47,642,41.19,2.02,23.05,12.03,3.9,41.75,769,2013
530330026004,Roosevelt,Seattle,BG0026004,1007,121333,531034,39.45,1704,11.52,76.76,424,29.95,10.14,2.12,12.13,3.96,43.1,772,2013
530330027001,Roosevelt,Seattle,BG0027001,1458,74026,442347,31.08,1333,22.91,80.93,650,32,0,20.15,12,2.72,36.14,773,2013
530330027002,Green Lake,Seattle,BG0027002,1412,131410,596814,48.96,1260,10.25,79.25,604,25.27,0,0,11.84,2.47,34.81,770,2013
530330027003,Green Lake,Seattle,BG0027003,1143,96842,601648,31.91,1412,19.13,79.09,547,39.96,5.85,13.71,11.93,2.58,34.27,770,2013
530330027004,Green Lake,Seattle,BG0027004,1518,107833,514620,35.42,1159,20.73,77.8,712,39.91,1.83,23.17,11.9,2.41,36.25,769,2013
530330028001,Green Lake,Seattle,BG0028001,1232,88768,459406,49.32,1065,14.69,82.71,584,29.13,10.1,12.16,11.37,1.07,35.61,767,2013
530330028002,Green Lake,Seattle,BG0028002,936,62838,476000,27.09,910,15.34,80.98,476,50.34,9.03,2.73,11.41,1.12,33.49,762,2013
530330028003,Green Lake,Seattle,BG0028003,1038,70783,397196,54.19,1332,30.77,80.73,578,53.41,10.73,26.82,11.23,1.11,32.39,751,2013
530330028004,Green Lake,Seattle,BG0028004,1466,92361,452336,45.54,1185,29.87,76.33,682,37.5,3.23,20.67,11.27,1.08,37.35,754,2013
530330029001,Whittier Heights,Ballard,BG0029001,1465,73878,425210,28.79,989,21.46,82.39,683,37.02,1.9,28.11,9.06,1.38,36.65,755,2013
530330029002,Greenwood,Seattle,BG0029002,1484,117757,558664,40.93,1278,11.58,86.32,674,26.8,0,3.56,9.19,1.23,42.74,758,2013
530330029003,Whittier Heights,Ballard,BG0029003,1429,116327,426804,45.24,898,21.5,82.37,656,26.52,0,9.91,8.95,1.28,42.09,744,2013
530330030001,Whittier Heights,Ballard,BG0030001,1688,106000,442798,49.77,1309,12.99,82.94,747,20.25,2.28,2.01,11.9,1.78,36.55,753,2013
530330030002,Whittier Heights,Ballard,BG0030002,1398,82692,467380,40.08,1230,10.56,80.54,623,33.22,5.46,9.63,12.02,1.84,41.55,736,2013
530330030003,Whittier Heights,Ballard,BG0030003,1483,79211,511853,31.05,1075,22.85,84.29,656,25.87,10.67,7.01,12.22,1.75,40.27,750,2013
530330030004,Whittier Heights,Ballard,BG0030004,1359,93519,476866,38.87,992,9.8,80.65,602,25.09,3.82,15.45,12.11,1.75,44.24,727,2013
530330031001,Loyal Heights,Ballard,BG0031001,1211,83036,471333,47.26,1671,2.99,84.48,517,19.64,0.39,6.58,16.87,8.33,36.2,746,2013
530330031002,Sunset Hill,Ballard,BG0031002,1163,72072,458621,52.2,1043,11.56,86.33,539,23.71,0,4.64,16.63,8.41,34.94,738,2013
530330031003,Loyal Heights,Ballard,BG0031003,1327,97895,532857,39.71,625,24.78,80.11,580,39.54,0,35.34,16.52,8.61,39.42,742,2013
530330031004,Sunset Hill,Ballard,BG0031004,1446,120192,553828,24.62,1458,9.75,86.45,604,17.42,0,0,16.72,8.36,40.76,735,2013
530330031005,Sunset Hill,Ballard,BG0031005,1338,115952,608921,37.99,1750,13.76,85.8,601,19.97,0,2.5,16.52,8.61,37.36,726,2013
530330032001,Sunset Hill,Ballard,BG0032001,966,70833,441333,36.79,1028,23.19,87.99,490,43.38,0,41.63,6.2,1.5,33.94,737,2013
530330032002,Adams,Ballard,BG0032002,1211,62651,436735,29.53,957,16.14,78.03,710,66.42,12.11,33.1,6.07,1.63,23.56,715,2013
530330032003,Interbay,Interbay,BG0032003,1161,65934,395192,46.09,969,30.3,81.31,747,58.27,17,48.59,6.08,1.56,27.27,731,2013
530330032004,Sunset Hill,Ballard,BG0032004,1150,51000,627016,46.22,871,13.61,84.61,774,79.08,12.4,54.65,6.11,1.63,33.85,731,2013
530330032005,Sunset Hill,Ballard,BG0032005,755,93304,553571,42.73,1704,24.94,85.7,341,19.69,0,17.01,5.85,1.54,39.6,711,2013
530330032006,Sunset Hill,Ballard,BG0032006,1640,55576,688758,41.49,1233,22.67,90.12,877,20.69,12.77,27.25,6.2,1.73,27.91,725,2013
530330032007,Sunset Hill,Ballard,BG0032007,1152,106888,566940,27.94,947,8.89,85.42,498,23.81,0,5.02,6.21,1.66,38.94,722,2013
530330033001,Whittier Heights,Ballard,BG0033001,1221,82246,444295,35.66,1440,14.23,85.59,571,34.66,6.13,4.55,6.68,0.9,36.05,725,2013
530330033002,Whittier Heights,Ballard,BG0033002,1147,69186,443902,31.1,1420,9.5,79.69,560,54.15,13.04,7.32,6.6,0.94,37.55,719,2013
530330033003,Whittier Heights,Ballard,BG0033003,1779,60355,430851,40.14,1053,27.96,76.45,1022,72.86,19.18,40.7,6.81,0.93,24.68,725,2013
530330033004,Loyal Heights,Ballard,BG0033004,1227,82166,410448,31.65,926,30.13,77.1,697,68.37,13.77,46.2,6.93,0.9,23.63,722,2013
530330033005,Whittier Heights,Ballard,BG0033005,1099,86111,469231,48.34,945,17.11,81.44,493,38.32,3.45,11.76,6.74,0.84,40.5,698,2013
530330034001,West Woodland,Ballard,BG0034001,1202,82031,565789,32.09,1064,6.13,83.86,568,44.22,14.61,16.02,10.07,3.92,32.75,704,2013
530330034002,Whittier Heights,Ballard,BG0034002,1193,94055,515385,39.7,1327,2.73,86.67,548,29.6,0,9.31,10.06,3.98,36.97,717,2013
530330034003,West Woodland,Ballard,BG0034003,1080,105140,577982,40.34,1284,12.1,81.94,504,46.97,8.53,0,10.02,3.76,36.63,711,2013
530330035001,Green Lake,Seattle,BG0035001,1449,109302,602620,27.55,1380,18.25,85.85,706,37.91,1.7,16.43,5.31,3.24,39.17,699,2013
530330035002,Green Lake,Seattle,BG0035002,1375,85915,578333,38.23,939,11.35,85.16,692,41.19,5.35,15.9,5.37,3.13,36.25,699,2013
530330035003,Fremont,Seattle,BG0035003,1239,74648,587037,29.28,1153,17.93,83.13,572,47.82,5.77,43.71,5.31,3.23,37.12,707,2013
530330036001,Green Lake,Seattle,BG0036001,1298,46871,461644,53.8,966,14.08,75.27,700,69.74,4.14,54.29,2.87,2.87,27.03,706,2013
530330036002,Green Lake,Seattle,BG0036002,1340,71127,407692,43.17,1020,19.58,75.45,884,71.36,9.28,73.64,2.77,2.89,17.07,686,2013
530330036003,Green Lake,Seattle,BG0036003,1329,102734,615385,40.77,902,23.75,78.33,599,34.49,4.84,6.84,2.95,2.95,39.2,687,2013
530330036004,Green Lake,Seattle,BG0036004,1923,62500,521429,39.04,1176,20.12,76.08,1311,84.14,3.51,75.9,2.85,2.85,21.93,696,2013
530330038001,Bryant,Seattle,BG0038001,1132,94231,545699,39.98,1071,13.69,77.65,564,44.49,6.56,14.18,7.1,2.62,42.59,680,2013
530330038002,Ravenna,Seattle,BG0038002,989,93657,517007,34.68,896,13.21,75.13,416,25.74,1.68,5.29,7.18,2.72,41,692,2013
530330039001,Bryant,Seattle,BG0039001,1769,66250,536585,27.55,747,10.96,71.62,791,30.07,4.05,19.97,9.54,0.79,41.74,697,2013
530330039002,Windermere,Seattle,BG0039002,1157,115625,608209,34.02,1750,8.06,76.66,461,11.04,0,0,9.49,0.66,42.73,679,2013
530330040001,Windermere,Seattle,BG0040001,1787,68421,312857,27.56,944,25.19,69,1037,36.75,2.89,65.86,9.19,0.64,25.07,681,2013
530330040002,Windermere,Seattle,BG0040002,1038,158929,735043,34.87,1750,15.98,80.44,366,6.5,0,0,9.04,0.57,49.15,678,2013
530330041001,Windermere,Seattle,BG0041001,1493,50990,817416,34.77,1369,39.4,67.25,717,68.87,4.88,42.68,14.68,1.47,43.49,683,2013
530330041002,Laurelhurst,Seattle,BG0041002,1725,149444,712500,32.82,1315,12.5,81.28,711,12.31,0,5.34,14.74,1.37,41.65,679,2013
530330041003,Laurelhurst,Seattle,BG0041003,1534,201862,952041,41.47,950,9.89,87.42,537,4.4,0,0,14.72,1.53,48.35,682,2013
530330041004,Laurelhurst,Seattle,BG0041004,1279,104747,650000,44.37,1385,15.46,79.98,646,41.82,16.1,10.53,14.87,1.49,40.63,670,2013
530330041005,Laurelhurst,Seattle,BG0041005,1168,72115,900000,39.92,859,11.43,72.86,456,45.75,5.26,25.44,14.71,1.38,46.48,670,2013
530330041006,Laurelhurst,Seattle,BG0041006,914,222970,1215613,25,1375,3.92,88.29,341,5.85,0,0,14.77,1.23,41.34,679,2013
530330042001,Laurelhurst,Seattle,BG0042001,1628,133462,684343,45.04,1272,7.68,83.72,725,16.76,1.79,8.14,15.6,5.83,38.95,669,2013
530330042002,Laurelhurst,Seattle,BG0042002,1723,95153,584928,33,1204,7.85,62.8,700,41.36,10.14,14,15.81,5.76,40.73,684,2013
530330042003,Laurelhurst,Seattle,BG0042003,1575,82059,477215,35.21,1314,28.57,73.14,742,37.91,2.02,27.9,15.59,5.58,35.87,682,2013
530330042004,Bryant,Seattle,BG0042004,1564,105515,553241,50.14,1202,15.98,82.23,652,25.08,1.53,8.44,15.59,5.79,42.68,661,2013
530330042005,Bryant,Seattle,BG0042005,1482,126034,619382,43.23,920,20.34,81.04,608,22.17,0,8.06,15.74,5.75,45.91,677,2013
530330043011,Bryant,Seattle,BG0043011,1252,34796,416667,37.68,885,32.49,56.71,528,75,3.03,64.96,7.17,2.66,48.33,677,2013
530330043012,Ravenna,Seattle,BG0043012,1269,88258,564433,44.49,904,3.65,78.33,542,32.23,0,9.04,7.18,2.72,40.48,657,2013
530330043013,Ravenna,Seattle,BG0043013,1164,120513,653374,15.08,1481,17.41,82.73,535,39.05,0,32.52,7.1,2.76,42.06,677,2013
530330043021,Ravenna,Seattle,BG0043021,2081,12375,450000,73.81,986,17.25,66.41,782,92.14,36.32,40.54,1.24,6.34,24.51,660,2013
530330043022,Ravenna,Seattle,BG0043022,1578,21893,225000,29.11,990,14.29,61.22,928,97.83,3.23,88.79,1.45,6.52,9.03,671,2013
530330044001,Ravenna,Seattle,BG0044001,1325,85000,665625,52.01,803,23.29,79.77,537,43.6,0,21.23,7.75,3.1,38.49,676,2013
530330044002,Roosevelt,Seattle,BG0044002,1712,78297,585196,26.89,769,13.53,71.67,816,66.84,8.7,37.38,8.03,2.98,27.43,659,2013
530330044003,University District,University District,BG0044003,1658,48714,690789,22.8,943,28.43,72.2,502,76.58,0,41.83,7.74,2.85,29.51,653,2013
530330044004,University District,University District,BG0044004,1840,31847,480556,38.28,951,14.44,59.67,968,93.54,15.19,60.33,7.91,3.01,12.06,659,2013
530330045001,Roosevelt,Seattle,BG0045001,1111,65500,494118,36.58,1574,25.45,75.61,406,50,2.46,8.13,11.73,8.16,32.91,664,2013
530330045002,Green Lake,Seattle,BG0045002,1680,114474,542683,35.55,1430,23.54,82.98,675,37.06,0.59,0,11.94,8.12,37.92,672,2013
530330046001,Green Lake,Seattle,BG0046001,1139,116429,648305,33.99,1581,4.38,82.09,527,36.18,2.28,2.09,6.3,3.25,36.97,658,2013
530330046002,Green Lake,Seattle,BG0046002,1364,97881,600275,39.77,941,12.26,83.5,642,37.3,7.79,23.83,6.27,3.38,40.92,671,2013
530330046003,Wallingford,Seattle,BG0046003,904,87903,579688,38.27,1256,5.64,81.53,363,33.33,0,3.86,6.44,3.36,41.35,656,2013
530330047001,West Woodland,Ballard,BG0047001,1245,86937,462105,37.29,902,16.53,78.15,628,53.38,15.76,16.56,4.39,1.69,35.09,665,2013
530330047002,North Queen Anne,Queen Anne,BG0047002,1429,57843,387255,37.77,960,12.7,69.77,775,75.65,16,58.19,4.4,1.79,18.83,665,2013
530330047003,West Woodland,Ballard,BG0047003,2306,64706,356774,36.68,1181,25.87,82.35,1597,65.72,1.57,83.78,4.39,1.69,15.45,648,2013
530330047004,West Woodland,Ballard,BG0047004,2048,62500,280769,43.18,1198,21.71,79.49,1885,73.78,4.51,82.07,4.53,1.65,13.13,666,2013
530330048001,Fremont,Seattle,BG0048001,1097,106250,601911,34.6,1403,9.89,82.68,506,32.58,2.57,2.77,13.61,1.03,34.72,658,2013
530330048002,Fremont,Seattle,BG0048002,1282,92217,556034,43.92,1206,31.41,81.12,679,42.92,11.34,18.11,13.84,1.09,30.26,664,2013
530330048003,Fremont,Seattle,BG0048003,1129,66803,439806,49.67,922,25.14,79.01,631,51.19,27.58,13.79,13.73,1.02,26.73,664,2013
530330048004,Fremont,Seattle,BG0048004,1231,79040,454861,47.24,1105,16.03,81.88,550,40.93,12.18,0,13.46,1.12,33.96,645,2013
530330049001,Fremont,Seattle,BG0049001,1250,71491,574275,48.25,1013,14.29,79.92,653,69.27,0,48.85,3.82,1.59,25.84,656,2013
530330049002,Fremont,Seattle,BG0049002,1071,66324,560811,68.73,1005,25,79.27,727,91.88,14.17,69.33,3.69,1.48,18.69,648,2013
530330049003,Fremont,Seattle,BG0049003,1300,75431,299107,48.37,1032,29.09,77.85,856,66.79,10.63,48.25,3.87,1.62,17.5,653,2013
530330049004,Fremont,Seattle,BG0049004,1350,69489,503049,59,1076,27.18,83.11,791,66.14,13.4,38.43,3.85,1.59,23.68,653,2013
530330049005,Fremont,Seattle,BG0049005,1465,49224,527523,51.89,938,26.97,79.04,871,73.53,9.64,46.15,4.04,1.47,21.33,654,2013
530330050001,Wallingford,Seattle,BG0050001,1407,75439,530242,36.34,989,27.84,78.04,729,61.52,5.76,42.25,7.15,0.43,35.93,657,2013
530330050002,Fremont,Seattle,BG0050002,991,107843,607438,60.37,1137,9.49,79.11,528,59.22,11.74,48.67,7.25,0.39,32.65,647,2013
530330050003,Fremont,Seattle,BG0050003,1319,49627,263333,39.31,1115,28.49,74.98,826,88.52,3.51,68.4,7.02,0.38,29.82,636,2013
