Id,neighborhood,larger_neighborhood,Name, Population,Median Household Income,"Housing, Median Value Owner Households",Percentage: Education Attainment Bachelors Degree,"Housing, Median Rent","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w 3-4 Units","Percentage: Housing, Occupied Structure w 5+ Units",Percentage: Households w 3 Vehicles,Percentage: Households w 4+ Vehicles,"Percentage: Families, Married w Children Under 18",Total Households,Year
530330105005,Seaview,West Seattle,BG0105005,1539,61029,325893,18.17,1087,10.93,78.75,906,47.3,0,55.52,6.34,4.34,27.22,469,2016
530330106001,Fairmount Park,West Seattle,BG0106001,1579,150667,477500,32.54,981,10.57,78.02,721,22.46,0,6.38,12.61,1.88,32.06,468,2016
530330106002,Seaview,West Seattle,BG0106002,1127,74351,380620,41.9,782,24.74,71.78,621,58.74,2.74,48.31,12.39,1.7,20.85,464,2016
530330106003,Seaview,West Seattle,BG0106003,1723,71988,382857,31,1044,21.93,73.65,1012,55.91,1.98,50.3,12.67,1.81,30.75,458,2016
530330106004,Seaview,West Seattle,BG0106004,1018,91667,472619,37.59,1190,15.58,82.91,521,37.93,0,27.83,12.37,1.62,29.12,446,2016
530330106005,Seaview,West Seattle,BG0106005,1637,138221,705426,35.51,1519,20.13,84.73,762,18.21,0,0,12.55,1.79,31.36,447,2016
530330106006,Seaview,West Seattle,BG0106006,958,78182,369565,36.19,956,28.18,79.44,527,50.2,0,24.1,12.4,1.8,27.31,456,2016
530330107011,North Delridge,Delridge,BG0107011,2335,38553,287349,8.87,689,21.46,27.15,873,63.07,5.73,25.66,7.56,0,27.59,456,2016
530330107012,South Delridge,Delridge,BG0107012,1354,95745,306207,21.14,874,25.17,50.15,630,50.86,2.54,31.27,7.76,0,24.57,451,2016
530330107021,North Delridge,Delridge,BG0107021,1293,105319,324638,32.48,1667,2.36,49.42,534,34.65,5.24,26.78,8.66,1.57,29.9,446,2016
530330107022,High Point,Delridge,BG0107022,1577,36098,423077,30.56,292,24.73,13.51,512,83.97,13.09,23.24,8.82,1.6,32.51,448,2016
530330107023,High Point,Delridge,BG0107023,1207,30500,265909,31.49,693,26.57,25.35,502,80.25,0,44.02,8.92,1.49,34.48,446,2016
530330108001,OOO,Seattle,BG0108001,1487,96552,318898,18.76,991,9.3,51.24,566,31.34,0,4.42,18.12,11.23,30.68,449,2016
530330108002,South Delridge,Delridge,BG0108002,1428,86513,277642,17.22,1256,12.92,38.24,514,28.72,0,0,18.33,11.41,31.78,440,2016
530330108003,North Delridge,Delridge,BG0108003,2144,90265,296610,28.81,1247,17.46,44.82,836,29.95,6.7,1.2,18.38,11.44,34.45,435,2016
530330109001,South Beacon Hill,Beacon Hill,BG0109001,804,59177,283333,21.19,612,28.44,56.34,405,62.3,4.69,11.61,6.02,5.5,27.34,437,2016
530330109002,Georgetown,Seattle,BG0109002,609,36500,261538,14.62,719,19.03,69.29,331,70.27,0.91,29.91,6.08,5.74,22.37,440,2016
530330110011,South Beacon Hill,Beacon Hill,BG0110011,1273,34118,317172,17.37,199,10,15,435,57.24,0,29.43,2.57,3.04,34.4,438,2016
530330110012,Brighton,Rainier Valley,BG0110012,1188,26250,353846,14.51,604,10.21,15.66,568,82.18,0,58.98,2.38,2.97,36.05,439,2016
530330110013,Dunlap,Rainier Valley,BG0110013,2524,50581,327692,20.71,866,32.68,5.74,794,60.86,12.47,12.09,2.49,2.88,34.47,436,2016
530330110021,South Beacon Hill,Beacon Hill,BG0110021,1130,62121,287786,17.34,1105,50.62,8.23,331,30.06,0,5.14,14.87,4.43,32.93,438,2016
530330110022,South Beacon Hill,Beacon Hill,BG0110022,2571,45867,291200,23.53,761,34.02,5.6,695,61.82,6.19,3.6,14.98,4.26,40,430,2016
530330110023,South Beacon Hill,Beacon Hill,BG0110023,1254,73765,304317,24.48,913,7.97,10.05,395,28.95,0,11.65,14.75,4.56,30.36,423,2016
530330111011,Brighton,Rainier Valley,BG0111011,985,31833,347826,9.86,694,27.31,11.78,443,80.76,2.48,68.62,13.54,4.51,27.46,434,2016
530330111012,Brighton,Rainier Valley,BG0111012,1193,84322,280469,14.32,1256,29.22,8.55,381,42.58,7.35,30.45,13.46,4.4,27.88,431,2016
530330111013,Dunlap,Rainier Valley,BG0111013,1212,34804,303509,13.24,864,46.3,9.74,371,37.07,0,10.24,13.51,4.31,36.19,432,2016
530330111014,Brighton,Rainier Valley,BG0111014,1396,88525,285326,21.46,970,12.09,11.75,441,28.95,2.72,1.36,13.64,4.31,33.23,428,2016
530330111021,Brighton,Rainier Valley,BG0111021,1332,157143,564103,39.2,737,10.08,74.25,498,15.25,0,0,7.84,1.69,31.1,432,2016
530330111022,Brighton,Rainier Valley,BG0111022,1421,50595,416667,12.05,667,32.1,26.6,495,60.99,4.44,40.4,7.97,1.29,40.36,431,2016
530330111023,Dunlap,Rainier Valley,BG0111023,963,33654,262500,4.63,692,13.77,6.65,335,78.86,0,47.76,7.89,1.58,33.82,425,2016
530330111024,Brighton,Rainier Valley,BG0111024,1144,75769,375410,23.01,642,9.62,31.73,407,41.19,0,9.09,8.03,1.55,29.39,428,2016
530330112001,Highland Park,Delridge,BG0112001,1537,54060,227841,15.69,1257,18.52,27.65,562,41.95,5.52,13.52,18.49,3.18,34.59,425,2016
530330112002,Industrial District,Seattle,BG0112002,968,47955,217308,9.05,668,27.63,41.01,431,62.41,10.21,9.28,18.05,3.01,28.92,412,2016
530330112003,South Park,Seattle,BG0112003,1799,46604,279464,10.4,726,30.26,22.29,628,65.43,8.12,16.72,18.48,2.96,34.13,418,2016
530330113001,Industrial District,Seattle,BG0113001,1819,41085,353216,21.97,891,19.11,46.34,1200,57.34,2.67,46,11.9,3.29,26.39,422,2016
530330113002,Highland Park,Delridge,BG0113002,1285,75000,278161,18.35,737,5,34.94,463,28.24,0,7.56,12.04,3.47,31.91,421,2016
530330113003,Highland Park,Delridge,BG0113003,1137,61012,236207,38.38,976,25.57,42.3,450,41.12,13.33,0,11.68,3.5,31.76,421,2016
530330113004,Highland Park,Delridge,BG0113004,1132,81452,261364,31.95,713,19.59,53,463,27.8,0,9.72,11.66,3.36,28.21,415,2016
530330113005,Highland Park,Delridge,BG0113005,1229,57974,292222,30.48,891,23.04,51.02,526,43.06,6.84,34.98,11.67,3.42,28.18,413,2016
530330114011,South Delridge,Delridge,BG0114011,1453,60116,282222,19.68,979,14.52,42.88,680,80.85,10.29,56.76,15.23,1.88,22.22,415,2016
530330114012,South Delridge,Delridge,BG0114012,1334,72222,240800,40,874,13.73,44.45,630,55.85,19.37,35.08,15.38,2.01,28.94,413,2016
530330114013,Highland Park,Delridge,BG0114013,1612,96277,300704,26.62,879,13.44,47.46,615,26.59,0,0,15.27,2.06,27.16,413,2016
530330114021,South Delridge,Delridge,BG0114021,1215,75373,266304,18.25,1045,29.36,35.8,553,46,6.51,32.73,6.2,1.2,31.38,391,2016
530330114022,Highland Park,Delridge,BG0114022,1671,39286,227451,21.68,603,20.89,29.62,684,64.35,9.8,43.42,6.31,0.95,36.07,399,2016
530330114023,Arbor Heights,West Seattle,BG0114023,1736,39551,275000,23.91,632,25.4,43.89,836,61.64,5.02,40.19,6.39,1.02,25.06,398,2016
530330115001,Roxhill,Delridge,BG0115001,1477,99138,336957,26.5,963,22.99,76.98,639,21.88,0,0,8.91,3.73,36.24,398,2016
530330115002,Fauntleroy,West Seattle,BG0115002,1565,97984,344622,39.52,1066,7.86,72.72,753,35.12,1.59,10.49,8.89,3.53,30.75,393,2016
530330115003,Roxhill,Delridge,BG0115003,1535,73043,366964,28.81,942,24.13,76.48,767,40.25,2.87,22.03,9,3.68,32.41,393,2016
530330116001,Fauntleroy,West Seattle,BG0116001,1334,97727,483704,38.49,1324,12.34,84.41,632,34.63,0,13.92,10.81,3.21,31.98,393,2016
530330116002,Fauntleroy,West Seattle,BG0116002,1016,140566,420779,33.33,1185,11.17,83.17,479,17.79,0,0,10.85,3.25,34.47,386,2016
530330116003,Fauntleroy,West Seattle,BG0116003,1372,122308,497122,43.99,674,15.16,83.53,625,13.66,0,0,10.96,3.04,33.51,386,2016
530330116004,Arbor Heights,West Seattle,BG0116004,1113,107865,469524,31.3,1355,12.33,77.81,504,26.06,0,0,11.02,3.18,33.89,382,2016
530330116005,Fauntleroy,West Seattle,BG0116005,904,145833,590000,33.89,896,15.42,84.07,478,39.37,0,14.85,10.96,3.36,35.29,379,2016
530330116006,Seaview,West Seattle,BG0116006,1307,97727,573770,27.75,953,22.62,87.83,647,50.25,17.77,16.69,11,3.28,31.16,375,2016
530330117001,Rainier Beach,Rainier Valley,BG0117001,1673,42018,318487,20.5,1068,14.46,7.59,524,51.1,17.18,1.72,19.56,13.57,29.55,377,2016
530330117002,Rainier Beach,Rainier Valley,BG0117002,1672,60598,276882,14.81,907,22.86,9.99,506,28.18,0,0,19.49,13.35,29.24,377,2016
530330117003,South Beacon Hill,Beacon Hill,BG0117003,1517,76630,373134,16.28,857,26.15,10.15,491,29.57,1.22,0,19.57,13.4,30.47,373,2016
530330117004,Rainier Beach,Rainier Valley,BG0117004,1254,68438,265789,16.21,1682,0,11.16,369,19.44,0,0,19.44,13.8,30.93,364,2016
530330118001,Rainier Beach,Rainier Valley,BG0118001,866,86806,435616,30.86,953,5.76,53.7,474,24.82,1.27,33.12,8.27,5.2,26.7,372,2016
530330118002,Rainier Beach,Rainier Valley,BG0118002,982,47672,284615,28.28,931,19.7,37.58,431,37.83,0,13.92,8.43,5.3,28.22,348,2016
530330118003,Rainier Beach,Rainier Valley,BG0118003,1210,69697,275581,28.33,1500,23.72,18.43,411,35.88,0,0,8.4,5.09,24.64,355,2016
530330118004,Rainier Beach,Rainier Valley,BG0118004,1234,13933,246154,4.07,569,44.68,9.4,540,81.28,19.63,28.52,8.3,5.32,19.39,352,2016
530330118005,Dunlap,Rainier Valley,BG0118005,1380,76316,277922,15.85,922,24.32,7.03,423,39.95,4.26,8.75,8.4,5.34,29.45,347,2016
530330118006,Dunlap,Rainier Valley,BG0118006,2488,54459,365333,5.69,795,18.26,6.95,914,80.43,14,51.64,8.3,5.22,31.04,342,2016
530330119001,Rainier View,Rainier Valley,BG0119001,1466,75450,328571,41.42,918,21.9,36.7,611,22.65,0,2.46,24.25,4.25,26.83,337,2016
530330119002,Rainier View,Rainier Valley,BG0119002,1632,68243,272121,30.26,860,9.42,31.13,647,21.78,0,0,24.17,4.29,24.02,317,2016
530330119003,Rainier View,Rainier Valley,BG0119003,1357,93519,361972,23.92,679,4.1,15.48,468,22.65,0,11.75,24.49,4.12,33.33,314,2016
530330119004,Rainier View,Rainier Valley,BG0119004,1652,69286,234337,15.13,1275,2.5,15.68,519,29.49,0,0,24.24,4.04,29.32,316,2016
530330119005,Rainier View,Rainier Valley,BG0119005,1766,81838,254430,22.2,1524,8.16,16.59,572,30.87,11.71,0,24.4,4.07,29.34,296,2016
530330120001,Arbor Heights,West Seattle,BG0120001,1202,81186,300606,24.03,1155,14.23,71.13,594,25.13,0,6.23,18.89,2.67,34.33,260,2016
530330120002,Arbor Heights,West Seattle,BG0120002,1287,101359,340206,31.41,1266,8.17,79.72,539,16.57,0,0,18.86,2.67,33.43,208,2016
530330120003,Arbor Heights,West Seattle,BG0120003,1207,98958,371739,35.5,1438,11.6,76.8,524,19.6,0,4.2,18.8,2.6,36.51,205,2016
530330121001,Arbor Heights,West Seattle,BG0121001,1286,124603,604839,35.12,1500,4.15,84.68,624,15.22,0,18.75,15.57,4.15,26.74,198,2016
530330121002,Arbor Heights,West Seattle,BG0121002,1650,107102,384653,26.83,1406,4.76,79.27,715,14.97,0,1.68,15.55,3.92,30.89,179,2016
530330260011,Bitter Lake,Seattle,BG0260011,1405,116279,347126,36.27,1137,0,38.43,570,18.72,0,0,22.57,10.28,26.12,148,2016
530330264004,Bitter Lake,Seattle,BG0264004,1527,65823,264348,17.38,1065,2.34,49.51,744,51.73,6.18,45.7,9.83,3.18,19.57,15,2016
530330265001,Broadview,Seattle,BG0265001,579,61574,241892,3.89,574,0,36.1,240,61.46,0,1.67,12.2,3.9,25.36,2,2016
530330001001,Cedar Park,Lake City,BG0001001,1401,147165,526119,41.19,1645,11.93,73.59,631,17.17,0,0,7.91,0.84,27.78,594,2017
530330001002,Cedar Park,Lake City,BG0001002,1393,30000,304000,28.08,819,31.76,39.48,736,84.63,7.47,60.46,8.06,0.9,26.65,670,2017
530330001003,Cedar Park,Lake City,BG0001003,1510,63849,420423,32.11,781,16.98,52.98,836,68.75,17.46,42.58,8.04,0.89,26.4,784,2017
530330001004,Cedar Park,Lake City,BG0001004,1687,33312,1000000,11.74,670,26.31,30.35,941,94.27,3.29,74.81,8.02,0.8,25.3,873,2017
530330001005,Cedar Park,Lake City,BG0001005,1063,54200,321053,32.65,957,28.62,50.61,714,90.84,0,77.45,7.76,0.78,16.56,644,2017
530330002001,Olympic Hills,Lake City,BG0002001,1219,89113,351295,37.68,891,18.58,56.19,510,29.13,9.61,3.53,9.5,1.24,31.77,484,2017
530330002002,Victory Heights,Lake City,BG0002002,1521,43571,372464,30.66,794,14.02,49.77,658,49.35,0,35.41,9.52,1.13,28.46,620,2017
530330002003,Pinehurst,Northgate,BG0002003,1681,67831,247541,34.28,890,34.12,55.09,918,73.46,4.47,68.63,9.5,1.26,24.66,874,2017
530330002004,Pinehurst,Northgate,BG0002004,1192,64020,308108,32.77,1042,8.12,62,650,43.09,2.77,51.23,9.59,1.46,21.03,615,2017
530330002005,Pinehurst,Northgate,BG0002005,1483,51923,284677,36.64,904,9.77,60.76,782,49.54,7.67,43.22,9.43,1.2,25.96,753,2017
530330002006,Olympic Hills,Lake City,BG0002006,1473,113014,363107,41.39,1767,15.86,67.48,620,24.92,0,2.74,9.6,1.18,31.38,594,2017
530330003001,Haller Lake,Northgate,BG0003001,1378,76636,335652,30.78,1349,19.26,63.57,556,28.25,0,5.4,10.97,4.09,33.81,538,2017
530330003002,Haller Lake,Northgate,BG0003002,1503,86682,300000,18.54,987,15.55,55.09,726,43.03,3.86,13.91,10.83,4.15,29.33,674,2017
530330004011,Haller Lake,Northgate,BG0004011,3213,37701,286607,21.48,877,8.96,47.65,2144,80.07,1.59,64.27,6.38,0.56,24.29,1786,2017
530330004012,Bitter Lake,Seattle,BG0004012,1619,88616,361702,27.66,961,13.39,61.09,803,58.91,2.37,39.1,6.52,0.53,29.72,752,2017
530330004013,Bitter Lake,Seattle,BG0004013,1415,29266,261538,23.28,401,21.54,70.81,1172,69.84,0,72.78,6.45,0.5,16.36,1008,2017
530330004021,Bitter Lake,Seattle,BG0004021,1366,47450,337391,32.97,916,11.82,69.55,641,65.39,0,43.84,6.16,1.16,27,601,2017
530330004022,Haller Lake,Northgate,BG0004022,1049,65854,299254,46.49,981,21.73,62.44,481,42.05,0,21.21,6.1,1.31,26.05,459,2017
530330004023,Bitter Lake,Seattle,BG0004023,1329,61364,429474,42.75,959,20.9,62.83,679,50.54,5.3,46.98,6.2,1.4,30,645,2017
530330004024,Bitter Lake,Seattle,BG0004024,1671,64013,361404,31.04,1118,16.03,83.6,949,64.58,0,57.32,6.16,1.43,24.03,909,2017
530330005001,Broadview,Seattle,BG0005001,1390,172464,650655,41.83,1500,5.62,86.12,585,6.89,0,0,24.74,7.42,32.21,566,2017
530330005002,Broadview,Seattle,BG0005002,988,126724,568047,45.84,1208,18.06,80.77,420,10.02,0,0,24.69,7.34,31.85,409,2017
530330005003,North Beach/Blue Ridge,Seattle,BG0005003,1183,107609,523399,30.55,1167,11.84,83.43,510,6.43,0,0,24.48,7.68,35.26,482,2017
530330006001,Haller Lake,Northgate,BG0006001,1568,65957,331771,28.63,885,9.79,57.59,617,28.57,0,16.69,7.64,3.49,31.27,602,2017
530330006002,Pinehurst,Northgate,BG0006002,1322,44828,277885,36.41,941,30.25,54.01,714,71.32,0,77.17,7.79,3.53,23.21,680,2017
530330006003,Haller Lake,Northgate,BG0006003,1601,61325,310169,30.88,992,21.86,61.84,755,40.36,0,25.17,7.85,3.44,26.52,726,2017
530330006004,North College Park,Northgate,BG0006004,1731,89720,356707,22.78,1078,25.45,47.6,815,52.22,1.6,23.93,7.73,3.42,24.81,789,2017
530330006005,Haller Lake,Northgate,BG0006005,889,115441,384404,32.38,1106,16.42,62.77,343,25.38,0,0,7.65,3.67,31.36,327,2017
530330006006,Pinehurst,Northgate,BG0006006,1411,88938,317500,24.04,1051,14.34,49.68,704,48.73,9.8,41.9,7.59,3.32,29.91,632,2017
530330007001,Meadowbrook,Lake City,BG0007001,1756,52407,304478,32.35,867,33.03,42.08,1022,78.28,5.97,63.01,8.6,3.33,24.23,930,2017
530330007002,Matthews Beach,Lake City,BG0007002,1279,57692,292949,38.84,816,37.45,55.28,611,57.62,4.26,27,8.51,3.19,28.17,564,2017
530330007003,Pinehurst,Northgate,BG0007003,970,97569,337234,35.81,1264,20.49,62.58,473,35.7,0,31.08,8.43,3.1,22.31,451,2017
530330007004,Pinehurst,Northgate,BG0007004,990,87917,359286,27.97,1282,18.73,65.25,460,38.96,3.7,7.17,8.78,3.38,26.72,444,2017
530330008001,Matthews Beach,Lake City,BG0008001,1297,79741,373718,19.58,902,17.38,65.77,558,30.67,0,7.71,10.1,9.9,33.33,525,2017
530330008002,Matthews Beach,Lake City,BG0008002,1589,92151,401818,34.38,1338,18.95,74.7,657,22.61,0,7.91,10.36,9.89,35.25,637,2017
530330009001,Matthews Beach,Lake City,BG0009001,1222,105000,548128,35.54,1263,20.22,77.66,534,16.93,0,6.18,20.72,4.38,31.87,502,2017
530330009002,Victory Heights,Seattle,BG0009002,1028,138372,701705,26.58,1429,16.54,77.53,472,18.66,0,0,20.51,4.15,33.67,434,2017
530330010001,Matthews Beach,Lake City,BG0010001,994,89667,366667,16.49,1003,15.23,52.21,421,53.96,9.98,16.63,8.66,3.71,35.5,404,2017
530330010002,Matthews Beach,Lake City,BG0010002,1165,88859,431250,33.05,1138,24.08,68.33,471,30.6,1.7,19.53,8.65,3.77,42.37,451,2017
530330011001,Maple Leaf,Northgate,BG0011001,1372,99468,521390,39.66,818,14.84,62.46,647,42.71,0,20.56,3.18,5.03,30.72,597,2017
530330011002,Maple Leaf,Northgate,BG0011002,1432,104661,393289,26.94,1018,25.68,71.23,623,32.83,1.61,16.37,3.18,5.03,30.95,597,2017
530330012001,Maple Leaf,Northgate,BG0012001,1425,88657,382692,29.65,1053,21.27,68.49,612,31.34,0,16.34,3.94,0.34,33.61,584,2017
530330012002,Maple Leaf,Northgate,BG0012002,1293,57927,395000,16.05,869,38.9,51.74,625,79.22,2.08,60.32,3.89,0.51,30.11,592,2017
530330012003,Maple Leaf,Northgate,BG0012003,1525,36573,185156,30.75,852,30.92,58.75,1126,84.91,0,86.77,3.63,0.29,17.56,1047,2017
530330012004,Maple Leaf,Northgate,BG0012004,1343,43430,203846,32.33,1002,23.25,39.17,744,89.56,6.99,75,3.86,0.43,21.98,699,2017
530330012005,Maple Leaf,Northgate,BG0012005,1706,32842,210106,31.36,945,13.96,43.85,1009,83.94,2.48,81.57,3.85,0.43,17.89,934,2017
530330013001,North College Park,Northgate,BG0013001,1773,62563,296429,28.6,992,22.72,60.18,963,55.54,5.4,34.16,5.88,0.89,22.76,902,2017
530330013002,North College Park,Northgate,BG0013002,1518,58108,263077,13.61,800,28.04,43.94,755,67.14,1.46,49.27,5.64,0.99,21.22,709,2017
530330013003,North College Park,Northgate,BG0013003,1556,57428,335366,42.25,945,12.88,57.07,826,72.14,1.21,55.33,5.78,0.9,25.81,779,2017
530330014001,Bitter Lake,Seattle,BG0014001,1196,78030,345185,37.23,947,5.63,72.99,598,44.2,2.01,34.28,13.41,2.17,26.25,552,2017
530330014002,Bitter Lake,Seattle,BG0014002,1207,87381,393284,37.04,1045,19.31,74.57,581,45.84,0,25.65,13.49,2.22,31.05,541,2017
530330014003,Bitter Lake,Seattle,BG0014003,1515,58559,293284,26.18,1034,15.97,62.11,746,62.26,2.28,31.1,13.51,2.37,25.07,718,2017
530330014004,Crown Hill,Seattle,BG0014004,1478,137313,428859,30.39,1474,16.18,83.83,640,18.55,0,0,13.39,2.42,38.48,620,2017
530330015001,Loyal Heights,Ballard,BG0015001,1359,127976,559242,47.22,1676,1.39,88.37,607,19.55,0,2.31,13.55,2.4,36.53,583,2017
530330015002,Sunset Hill,Ballard,BG0015002,1391,130000,630631,37.05,1105,5.04,87.49,652,20.71,0,1.38,13.64,2.41,33.42,623,2017
530330016001,Crown Hill,Seattle,BG0016001,1531,112705,782051,37.11,1824,11.4,89.61,632,8.16,0,0,12.07,3.59,38.27,613,2017
530330016002,Loyal Heights,Ballard,BG0016002,1518,123288,669453,28.45,1844,10.27,83.93,642,9.31,0,0,12.2,3.69,37.84,623,2017
530330016003,Whittier Heights,Ballard,BG0016003,1599,86789,358065,38.23,1009,19.76,68.04,805,50.58,2.98,28.32,12.29,3.62,26.06,773,2017
530330017011,Greenwood,Seattle,BG0017011,1772,82363,348571,37.65,1078,22.14,55.53,982,72.7,0,63.85,4.82,1.71,27.17,934,2017
530330017012,Greenwood,Seattle,BG0017012,1228,101563,271429,43.36,987,10.42,73.21,687,41.98,1.89,38.72,4.94,1.85,27.84,648,2017
530330017013,Bitter Lake,Seattle,BG0017013,1239,88144,287705,32.35,695,22.89,64.89,602,39.82,13.29,40.03,4.91,1.93,33.46,570,2017
530330017021,Bitter Lake,Seattle,BG0017021,1495,64161,372222,36.6,853,17.61,64.48,825,65.07,1.33,45.09,11.13,3.1,27.1,773,2017
530330017022,Whittier Heights,Ballard,BG0017022,1125,70833,344444,36.79,1276,14.52,75.11,530,33.14,0,6.79,11.5,3.12,28.85,513,2017
530330017023,Greenwood,Seattle,BG0017023,1093,79897,387255,18.33,896,31.8,69.17,447,41.86,8.28,25.95,11.16,3.26,24.68,430,2017
530330017024,Greenwood,Seattle,BG0017024,1000,73649,370000,31.75,726,3.67,67.2,435,26.35,3.68,0,11.53,3.06,30.51,425,2017
530330018001,Green Lake,Seattle,BG0018001,1669,94231,400000,43.34,1106,10.42,60.4,745,43.1,5.64,10.74,7.18,3.38,28.28,710,2017
530330018002,Green Lake,Seattle,BG0018002,1692,100229,328455,34.08,1088,21.83,65.78,888,58.24,9.8,37.16,7.47,3.32,23.26,843,2017
530330018003,North College Park,Northgate,BG0018003,1748,100641,325767,52.06,1253,31.45,62.81,939,56.42,7.99,24.39,7.4,3.24,23.93,865,2017
530330019001,Maple Leaf,Northgate,BG0019001,1720,58800,258636,38.85,1179,27.44,54.88,1235,57.63,2.02,59.6,4.25,3.05,23.44,918,2017
530330019002,Roosevelt,Seattle,BG0019002,1535,101293,447097,35.68,1310,14.04,75.18,655,28.46,6.87,3.05,4.4,2.99,37.37,636,2017
530330019003,Roosevelt,Seattle,BG0019003,1428,101266,409756,31.41,1753,18.98,75.98,607,25.34,0,0,4.59,2.89,35.21,588,2017
530330020001,Roosevelt,Seattle,BG0020001,1703,74364,402941,40.99,1169,23.22,72.99,900,47.11,0,36.11,7.71,1.93,36.93,830,2017
530330020002,Maple Leaf,Northgate,BG0020002,1108,84259,426351,34.98,995,14.74,74.64,516,31.39,5.23,12.4,8.05,2.01,32.86,497,2017
530330020003,Maple Leaf,Northgate,BG0020003,1022,104452,428571,46.53,1335,28.26,81.02,466,29.66,0,11.16,7.87,2.02,43.78,445,2017
530330021001,Matthews Beach,Lake City,BG0021001,1702,127679,473504,31.07,1096,15.36,81.2,745,20.84,0,6.85,15.94,3.36,40.92,715,2017
530330021002,Maple Leaf,Northgate,BG0021002,1003,102688,331429,43.57,1019,18.94,70.99,479,37.45,7.1,28.6,15.8,3.46,32.75,462,2017
530330021003,Maple Leaf,Northgate,BG0021003,1587,95283,416438,38.55,995,31.26,66.41,769,43.31,1.95,12.48,16,3.31,34.84,725,2017
530330022001,Matthews Beach,Lake City,BG0022001,1658,115730,537958,38.72,1450,12.26,77.99,677,15.22,0,4.43,16.44,3.2,36.85,657,2017
530330022002,Matthews Beach,Lake City,BG0022002,1602,113725,448571,29.84,1556,21.3,75.97,667,22.4,0,0,16.4,3.31,40.04,634,2017
530330022003,Sand Point,Seattle,BG0022003,1403,157273,550847,28.69,1665,13.51,74.27,617,21.5,0,1.78,16.72,3.24,31.97,586,2017
530330022004,Sand Point,Seattle,BG0022004,1275,128922,829618,38.52,1500,14.86,81.25,582,5.5,0,23.71,16.32,3.23,32.24,527,2017
530330024001,View Ridge,Seattle,BG0024001,1084,118333,496809,35.88,1447,16.97,83.3,450,15.6,0,0,13.99,3.44,44.37,436,2017
530330024002,Bryant,Seattle,BG0024002,909,81875,503247,32.08,964,20.75,71.62,444,64.8,16.44,30.18,13.99,3.5,32.14,429,2017
530330024003,Ravenna,Seattle,BG0024003,1330,122826,487500,33.89,1422,23.31,79.17,553,27.07,0,1.63,13.91,3.38,44.57,532,2017
530330025001,Roosevelt,Seattle,BG0025001,1571,133459,465285,44.72,1341,27.97,75.3,700,19.64,0,0,8.78,4.46,42.38,672,2017
530330025002,Roosevelt,Seattle,BG0025002,1573,110448,465031,42.94,1412,21.8,78.51,758,46.51,5.15,15.83,8.89,4.24,35.61,731,2017
530330026001,Roosevelt,Seattle,BG0026001,1184,101339,481944,37.81,1160,30.8,78.29,535,42.35,1.68,24.11,14.51,2.94,41.67,510,2017
530330026002,Roosevelt,Seattle,BG0026002,1462,146875,585907,44.51,1050,33.03,84.13,608,21.83,1.64,12.17,14.55,3.05,37.47,591,2017
530330026003,Roosevelt,Seattle,BG0026003,1508,134259,464211,39.21,1112,27.16,73.87,702,43.25,1.71,21.23,14.72,2.91,41.77,652,2017
530330026004,Roosevelt,Seattle,BG0026004,1087,124519,492233,41.36,1438,17.31,76.54,457,31.96,11.16,1.09,14.61,3.2,43.48,438,2017
530330027001,Roosevelt,Seattle,BG0027001,1606,91667,457000,38.52,1304,28.93,80.82,715,33.86,2.38,15.94,12.59,1.3,36.14,691,2017
530330027002,Green Lake,Seattle,BG0027002,1486,157664,600230,54.94,1393,14.2,79.21,637,27,0,0,12.67,1.33,34.72,600,2017
530330027003,Green Lake,Seattle,BG0027003,1211,108582,537975,36.25,1463,15.73,78.7,579,42.16,3.45,19,12.69,1.31,34.21,536,2017
530330027004,Green Lake,Seattle,BG0027004,1602,139387,516949,39.92,1181,27.93,77.72,749,41.96,0,24.7,12.52,1.28,36.47,703,2017
530330028001,Green Lake,Seattle,BG0028001,1330,123214,481443,44.17,1333,18.63,82.48,630,30.98,5.24,8.25,9.67,1.48,35.64,610,2017
530330028002,Green Lake,Seattle,BG0028002,1000,65789,473504,37.21,1014,24.35,80.8,509,52.6,10.41,7.47,9.36,1.25,33.63,481,2017
530330028003,Green Lake,Seattle,BG0028003,1097,68519,476190,55.23,1296,27.94,80.67,612,55.54,12.91,33.82,9.52,1.21,32.89,578,2017
530330028004,Green Lake,Seattle,BG0028004,1594,98958,421782,47.21,1397,30.04,75.85,742,39.63,2.29,20.62,9.45,1.55,37,709,2017
530330029001,Whittier Heights,Ballard,BG0029001,1573,90230,411594,30.37,1045,31,82.14,733,39.03,0,30.29,9.54,1.42,36.48,702,2017
530330029002,Greenwood,Seattle,BG0029002,1598,127206,511111,41.42,1148,11.36,86.17,728,28.53,3.3,4.26,9.6,1.41,42.86,708,2017
530330029003,Whittier Heights,Ballard,BG0029003,1544,141016,431351,45.17,1281,24.04,82.51,708,28.42,0,11.3,9.43,1.33,41.97,679,2017
530330030001,Whittier Heights,Ballard,BG0030001,1800,122545,446759,48.74,1409,18.16,83.11,798,21.61,2.26,2.76,9.08,1.92,36.67,782,2017
530330030002,Whittier Heights,Ballard,BG0030002,1464,96324,475000,50.98,1146,12.48,80.26,653,35.24,5.51,5.36,9.21,1.9,41.58,630,2017
