Name, Population,Median Household Income,"Housing, Median Value Owner Households ($)","Percentage: Education Attainment, Bachelor's Degree]","Housing, Median Rent ($)","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w/ 3-4 Units","Percentage: Housing, Occupied Structure w/ 5+ Units",Percentage: Households w/ 3 Vehicles,Percentage: Households w/ 4+ Vehicles,"Percentage: Families, Married w/ Children Under 18, 2010"," Total Households, 2010",Year,,,," Total Households, 2011"," Total Households, 2012"," Total Households, 2013"," Total Households, 2014"," Total Households, 2015"," Total Households, 2016"," Total Households, 2020"
"BG0079004, King County, WA",1093,36125,275000,39.0985,684,40.1207,70.9058,822,83.4839,0,90.5109,3.0968,1.4194,7.8947,775,2017,,,,,,,,,,
"BG0079005, King County, WA",1314,55124,248387,40.1717,1082,25.7069,65.2207,945,77.2462,3.3862,78.0953,3.0338,1.5169,18.6992,857,2017,,,,,,,,,,
"BG0080011, King County, WA",1662,97727,352893,43.1507,1313,22.1154,67.0277,1453,64.3858,0,82.7254,1.1542,0,4.6332,1213,2017,,,,,,,,,,
"BG0080012, King County, WA",915,57831,242857,23.4884,711,26.4659,62.2951,858,75.5464,0,85.3147,1.0929,0,6,732,2017,,,,,,,,,,
"BG0080013, King County, WA",1185,106788,382857,31.2984,1351,9.3366,62.5316,936,66.7824,2.7778,85.0427,1.0417,0,8.7629,864,2017,,,,,,,,,,
"BG0080014, King County, WA",1601,104225,459459,36.019,1637,4.3597,58.8382,1140,51.6418,0,82.4561,1.194,0,11.215,1005,2017,,,,,,,,,,
"BG0080015, King County, WA",891,126184,352542,34.4504,1526,9.9349,65.0954,692,82.0555,1.4451,74.5664,0.9788,0,11.0345,613,2017,,,,,,,,,,
"BG0080021, King County, WA",1953,25545,580357,37.8922,496,24.0652,62.1096,1405,79.6913,0,84.9111,0.7311,0,7.5269,1231,2017,,,,,,,,,,
"BG0080022, King County, WA",1383,74612,588710,49.345,1286,12.2449,66.0159,1160,82.7925,0,86.2069,0.6883,0,9.5506,1017,2017,,,,,,,,,,
"BG0081001, King County, WA",1628,112987,665000,46.8381,1537,22.8498,72.113,1438,76.7524,0,77.6078,0,0,7.6677,1127,2017,,,,,,,,,,
"BG0081002, King County, WA",1425,18171,381818,20.0917,477,49.635,56.9123,765,86.4672,0,89.6732,0,0,8.8889,702,2017,,,,,,,,,,
"BG0081003, King County, WA",1410,28167,496000,20.3606,1063,19.8225,66.5248,1174,78.3811,0,79.8127,0,0,9.7561,976,2017,,,,,,,,,,
"BG0082001, King County, WA",973,56250,1000000,22.3499,1326,30.8108,56.0123,1000,93.5484,1.4,63.3,0,0.5865,9.375,682,2017,,,,,,,,,,
"BG0082002, King County, WA",1566,63504,465217,68.8753,1201,35.5932,56.5134,1139,95.2113,0,92.7129,0,0.5634,7.5676,1065,2017,,,,,,,,,,
"BG0082003, King County, WA",1133,47321,268493,39.1829,1332,14.966,82.436,952,77.1845,0,80.6722,0,0.4854,4.908,824,2017,,,,,,,,,,
"BG0083001, King County, WA",1053,46947,285897,36.4681,865,9.7264,67.7113,1021,67.658,0.9794,70.2252,0.4957,0,5.5944,807,2017,,,,,,,,,,
"BG0083002, King County, WA",1767,57541,575758,35.0946,1061,13.7184,65.8178,1327,84.439,0,90.8816,0.4914,0,9.8361,1221,2017,,,,,,,,,,
"BG0084001, King County, WA",1419,43410,273810,31.6514,786,23.1518,63.2135,1191,86.6913,1.1755,86.65,0,0.4621,8.3333,1082,2017,,,,,,,,,,
"BG0084002, King County, WA",1600,55147,1010989,27.4035,1149,23.3507,61.9375,1219,84.1496,0,91.1403,0,0.4452,9.9548,1123,2017,,,,,,,,,,
"BG0084003, King County, WA",1216,51471,346512,46.9852,946,34.7206,66.0362,918,91.6473,0,88.3442,0,0.464,13.6364,862,2017,,,,,,,,,,
"BG0085001, King County, WA",1246,47321,281081,25.1701,985,28.7634,57.7849,1091,90.2643,0,64.9862,0,0.6954,7.1006,719,2017,,,,,,,,,,
"BG0085002, King County, WA",1110,21140,291667,31.8059,806,28.9753,29.5495,647,93.2886,11.9011,74.9613,0,0.6711,20.5128,596,2017,,,,,,,,,,
"BG0085003, King County, WA",2349,12278,0,3.9494,186,36,38.1013,461,100,4.1215,82.4296,0,0.7075,20.6522,424,2017,,,,,,,,,,
"BG0086001, King County, WA",1331,61756,320930,40.625,1130,32.3708,55.7476,823,80,18.955,50.4252,1.4474,1.3158,17.3333,760,2017,,,,,,,,,,
"BG0086002, King County, WA",2907,37615,168056,38.5475,1134,17.2021,52.6316,977,88.5556,0,83.6234,1.4444,1.3333,3.9604,900,2017,,,,,,,,,,
"BG0086003, King County, WA",1268,20688,500000,14.9367,725,9.1743,30.9937,657,93.825,3.5008,62.5571,1.3722,1.2007,16.7883,583,2017,,,,,,,,,,
"BG0087001, King County, WA",1579,71226,380682,34.8161,1100,20.5021,53.7682,725,56.2974,7.0345,33.5173,9.7117,0.3035,24.6575,659,2017,,,,,,,,,,
"BG0087002, King County, WA",1255,77612,384848,37.9469,1079,29.0415,34.9004,596,69.9819,10.7383,31.5436,9.5841,0.3617,31.6017,553,2017,,,,,,,,,,
"BG0087003, King County, WA",1455,69417,424000,33.0834,906,12.4424,39.9313,724,63.9344,10.0829,33.7017,9.8361,0.4471,25.1938,671,2017,,,,,,,,,,
"BG0088001, King County, WA",1504,86149,464286,39.1539,1148,27.5028,55.2527,660,38.0126,2.1212,11.0606,9.9369,2.6814,36.7925,634,2017,,,,,,,,,,
"BG0088002, King County, WA",1350,92905,446457,31.4225,1346,36.6106,45.7037,619,48,4.0388,5.8158,9.913,2.6087,30.6397,575,2017,,,,,,,,,,
"BG0088003, King County, WA",1067,83203,447059,40.2023,1074,28.4389,34.5829,498,52.766,10.4418,22.0884,9.7872,2.5532,19.8444,470,2017,,,,,,,,,,
"BG0089001, King County, WA",1308,160484,876623,46.2604,1317,0,66.896,757,48.7179,3.1704,40.8189,10.8262,4.2735,28.8809,702,2017,,,,,,,,,,
"BG0089002, King County, WA",1433,83553,441176,27.683,674,24.4666,37.8227,627,44.0767,0,0,10.8014,4.007,26.5823,574,2017,,,,,,,,,,
"BG0089003, King County, WA",1343,76359,375610,41.8294,1163,19.5402,33.2092,633,60.241,10.2686,39.4945,11.0155,3.9587,23.1317,581,2017,,,,,,,,,,
"BG0089004, King County, WA",1352,74609,400000,39.4422,885,13.2867,33.0621,538,38.4,11.3383,7.6208,10.8,4.2,30.5344,500,2017,,,,,,,,,,
"BG0090001, King County, WA",1371,56373,242035,23.0769,847,20.2073,31.1451,795,64.4938,4.0252,57.9874,2.6352,0.4161,26.1905,721,2017,,,,,,,,,,
"BG0090002, King County, WA",1918,40556,297727,28.2068,581,39.372,22.7842,1178,81.893,3.4805,60.8659,2.572,0.4115,15.9875,972,2017,,,,,,,,,,
"BG0091001, King County, WA",1449,24550,325000,11.6742,352,41.2564,6.4872,742,96.756,2.4259,77.628,0,0.7052,19.6825,709,2017,,,,,,,,,,
"BG0091002, King County, WA",1363,31897,328000,21.608,465,53.1002,19.6625,1007,96.2145,0.8937,93.5452,0,0.7361,8.0321,951,2017,,,,,,,,,,
"BG0092001, King County, WA",1498,19912,266667,29.4862,492,29.0572,24.7664,1191,94.7511,0,90.5962,0,0,10.7981,1105,2017,,,,,,,,,,
"BG0092002, King County, WA",1620,40904,1176471,26.2619,816,32.3782,49.3827,853,94.665,0,90.1525,0,0,7.2917,806,2017,,,,,,,,,,
"BG0093001, King County, WA",897,63347,219697,27.4933,1157,39.083,38.2386,506,61.7904,2.1739,78.0633,6.3319,5.8952,16.1074,458,2017,,,,,,,,,,
"BG0093002, King County, WA",424,140741,493617,16.7979,750,7.3593,62.5,170,36.6013,24.1176,57.647,6.5359,6.5359,0,153,2017,,,,,,,,,,
"BG0093003, King County, WA",1256,72785,371296,32.185,672,15.1515,34.1561,537,46.9636,0,28.6778,6.2753,6.2753,23.5294,494,2017,,,,,,,,,,
"BG0094001, King County, WA",1277,22802,285938,8.1244,569,16.7606,21.5348,647,80.602,2.0093,57.8053,6.689,0.6689,25.6917,598,2017,,,,,,,,,,
"BG0094002, King County, WA",1342,62500,249500,39.2062,925,24.2424,37.1088,759,59.3114,4.7431,27.4044,6.7293,0.626,23.5294,639,2017,,,,,,,,,,
"BG0094003, King County, WA",1318,51685,315686,19.4044,636,22.6573,19.3475,505,34.7917,0,0,6.6667,0.625,31.9079,480,2017,,,,,,,,,,
"BG0094004, King County, WA",827,74219,378261,62.3003,1103,32.5482,29.6252,366,68.7135,39.8907,13.1148,6.7251,0.5848,26.9231,342,2017,,,,,,,,,,
"BG0094005, King County, WA",1606,62977,255405,27.6631,992,20.0913,29.3275,697,63.1825,17.934,14.2037,6.7083,0.624,28.3019,641,2017,,,,,,,,,,
"BG0095001, King County, WA",1747,128289,597909,39.4797,1346,9.611,67.0864,769,19.4787,0,0,8.2305,1.2346,37.9958,729,2017,,,,,,,,,,
"BG0095002, King County, WA",1746,64826,362500,21.0955,469,35.9956,36.3688,842,53.4418,2.3753,21.3776,8.1352,1.2516,22.1932,799,2017,,,,,,,,,,
"BG0095003, King County, WA",1545,188889,722222,32.4955,1125,18.0707,70.356,627,13.7584,0,0,8.2215,1.0067,40.4206,596,2017,,,,,,,,,,
"BG0095004, King County, WA",1613,71277,537791,21.5636,792,15.3165,29.9442,638,55.1387,2.6646,30.721,8.1566,0.9788,32.6582,613,2017,,,,,,,,,,
"BG0096001, King County, WA",824,120170,537162,28.0702,1542,9.375,82.0388,436,27.7778,4.8165,21.789,8.8384,1.0101,28.5714,396,2017,,,,,,,,,,
"BG0096002, King County, WA",1132,60270,325000,35.3896,898,31.6384,77.8269,797,67.8177,7.7792,69.5107,8.8398,0.8287,30.2083,724,2017,,,,,,,,,,
"BG0096003, King County, WA",1108,91667,683594,39.5189,1120,21.1268,84.2058,570,36.2782,8.4211,15.4386,8.6466,0.9398,30.6397,532,2017,,,,,,,,,,
"BG0096004, King County, WA",1328,96622,617133,42.1305,1509,15.7718,84.1867,622,43.339,2.09,31.3505,8.6003,0.8432,31.962,593,2017,,,,,,,,,,
"BG0096005, King County, WA",1475,126563,673810,45.0429,1719,9.498,80.4746,940,34.4242,7.8723,49.3617,8.8485,0.6061,16.1804,825,2017,,,,,,,,,,
"BG0097011, King County, WA",1866,101168,650718,34.2447,1070,16.6985,80.1179,966,54.1575,2.381,30.2277,8.6433,2.0788,29.1196,914,2017,,,,,,,,,,
"BG0097012, King County, WA",1115,101078,563107,31.9475,1005,8.8989,79.7309,717,70.1046,0,35.4254,8.5202,2.2422,21.9626,669,2017,,,,,,,,,,
"BG0097013, King County, WA",1249,75000,466207,40.7509,1314,5.6,86.7094,822,55.914,17.1533,45.9854,8.6022,2.2849,15.8672,744,2017,,,,,,,,,,
"BG0097014, King County, WA",1739,134821,645408,40.9377,1216,14.1994,85.0489,904,25.5042,8.4071,15.9292,8.6595,2.1352,27.7662,843,2017,,,,,,,,,,
"BG0097021, King County, WA",1380,131548,410458,32.5171,1500,20.9722,80.0725,567,21.875,0,10.2293,14.7059,2.2059,39.4366,544,2017,,,,,,,,,,
"BG0097022, King County, WA",1071,122642,379268,37.7614,933,9.0586,83.9402,465,18.7082,0,0,14.6993,2.0045,39.6552,449,2017,,,,,,,,,,
"BG0097023, King County, WA",941,92188,417391,36.6985,956,18.8605,86.1849,440,19.715,0,2.0455,14.7268,2.1378,34.5382,421,2017,,,,,,,,,,
"BG0097024, King County, WA",1092,110366,425281,28.3654,1500,20.6186,86.0806,486,13.9186,0,0,14.9893,2.1413,42.4242,467,2017,,,,,,,,,,
"BG0097025, King County, WA",1286,89313,572761,44.4211,1293,25,81.5708,624,38.4354,1.6026,11.859,14.6259,2.0408,40.566,588,2017,,,,,,,,,,
"BG0098001, King County, WA",1408,103571,481600,41.9263,1102,15.2542,80.6108,701,49.5536,2.7104,22.8245,12.5,2.6786,40.9357,672,2017,,,,,,,,,,
"BG0098002, King County, WA",1304,116758,496053,35.1007,1185,14.9321,81.2883,568,19.8895,0,2.6408,12.523,2.7624,43.7853,543,2017,,,,,,,,,,
"BG0098003, King County, WA",1435,102941,467376,42.3358,995,31.6537,82.2997,648,26.88,4.4753,7.8704,12.64,2.56,43.3604,625,2017,,,,,,,,,,
"BG0098004, King County, WA",1469,85000,352113,42.953,1033,23.178,80.2587,806,40.8163,2.4814,33.995,12.6531,2.7211,30.4709,735,2017,,,,,,,,,,
"BG0098005, King County, WA",1355,63966,377885,34.8293,991,20.4054,78.3026,690,46.3526,4.9275,24.2029,12.614,2.7356,38.6503,658,2017,,,,,,,,,,
"BG0099001, King County, WA",1268,102692,485000,25.2418,964,23.6876,74.1325,653,42.0032,0,30.6278,7.4313,2.5848,31.0954,619,2017,,,,,,,,,,
"BG0099002, King County, WA",1616,111919,340404,49.7152,1073,14.0021,65.0371,795,44.504,6.1635,2.7673,7.5067,2.5469,23.4332,746,2017,,,,,,,,,,
"BG0099003, King County, WA",1378,79657,289091,38.4338,924,38.1881,57.402,844,65.1729,3.5545,63.7441,7.4264,2.5608,24.9042,781,2017,,,,,,,,,,
"BG0099004, King County, WA",1115,76689,268462,50,1155,19.6507,61.5247,631,45.1327,7.29,34.8652,7.4336,2.6549,23.8494,565,2017,,,,,,,,,,
"BG0100011, King County, WA",981,73611,366207,28.5903,726,12.5523,34.1488,406,30.829,0,8.867,3.1088,0.5181,26.4957,386,2017,,,,,,,,,,
"BG0100012, King County, WA",1591,68717,338182,12.3566,687,34.6991,20.3017,613,54.811,0,19.5759,3.4364,0.6873,31.9444,582,2017,,,,,,,,,,
"BG0100013, King County, WA",1627,28608,368000,13.5283,501,15.7817,14.5667,684,76.284,3.0702,45.1754,3.4743,0.6042,24.557,662,2017,,,,,,,,,,
"BG0100021, King County, WA",1013,46932,344776,13.151,865,34.4948,29.3189,420,47.7157,0,22.619,9.3909,5.8376,25.3219,394,2017,,,,,,,,,,
"BG0100022, King County, WA",1452,70479,352632,23.7633,883,26.9321,26.5152,656,66.9919,4.878,48.0183,9.7561,5.8537,31.2903,615,2017,,,,,,,,,,
"BG0100023, King County, WA",1038,110664,347333,36.2832,1952,35.8108,24.4701,410,21.447,0,0,9.3023,5.6848,34.5382,387,2017,,,,,,,,,,
"BG0100024, King County, WA",1347,68613,326515,25.2662,774,38.6768,27.9139,577,51.8587,5.026,18.0243,9.2937,5.948,28.5246,538,2017,,,,,,,,,,
"BG0101001, King County, WA",1253,103652,568750,37.6797,953,15.04,54.5092,565,24.2144,0,12.5663,10.1664,0.7394,29.2398,541,2017,,,,,,,,,,
"BG0101002, King County, WA",1139,92045,399363,30.9386,974,26.8468,46.7076,469,27.5109,0,13.2196,10.0437,0.8734,30.3887,458,2017,,,,,,,,,,
"BG0101003, King County, WA",863,67500,386747,35.0263,1091,27.1795,19.3511,291,46.6667,0,18.9004,10.3704,0.7407,37.3737,270,2017,,,,,,,,,,
"BG0101004, King County, WA",1736,40435,264865,13.5849,674,20.2688,16.7627,751,63.9601,0,61.6511,9.9715,0.8547,25.5521,702,2017,,,,,,,,,,
"BG0101005, King County, WA",2379,91606,489720,39.0321,1087,19.0028,33.8798,949,43.2886,0,12.961,9.9553,0.783,33.1158,894,2017,,,,,,,,,,
"BG0102001, King County, WA",1585,124324,511429,37.5,1433,17.5892,62.082,718,18.4366,1.6713,0,10.472,7.6696,35.2679,678,2017,,,,,,,,,,
"BG0102002, King County, WA",1122,110909,583333,28.6223,500,12.0721,58.8235,470,13.8085,0,3.8298,10.245,7.5724,33.121,449,2017,,,,,,,,,,
"BG0102003, King County, WA",1374,88600,389524,9.9685,1172,20.5706,29.6943,487,29.9349,0,6.5708,10.4121,7.5922,38.4848,461,2017,,,,,,,,,,
"BG0102004, King County, WA",1329,104032,370149,31.0553,1094,11.3809,54.4771,579,19.3202,0,2.418,10.5546,7.6923,33.0357,559,2017,,,,,,,,,,
"BG0103001, King County, WA",1062,70640,382716,22.6942,1264,18.3865,50.8475,407,17.1355,0,16.9533,11.2532,6.9054,34.5679,391,2017,,,,,,,,,,
"BG0103002, King County, WA",1419,52740,323134,29.4833,692,25.2101,25.37,525,38.2766,11.0476,15.0476,11.4228,7.4148,31.1927,499,2017,,,,,,,,,,
"BG0103003, King County, WA",1410,43786,302985,7.1429,922,9.157,11.3475,453,61.6092,0,54.5254,11.2644,7.1264,29.878,435,2017,,,,,,,,,,
"BG0103004, King County, WA",1283,77451,292672,29.8742,743,24.3865,24.9415,564,53.6822,8.8652,27.305,11.2403,7.1705,24.0283,516,2017,,,,,,,,,,
"BG0103005, King County, WA",1512,60516,407143,28.7154,777,44.2748,34.3254,871,73.7374,4.4776,37.8875,11.2374,7.3232,26.1017,792,2017,,,,,,,,,,
"BG0104011, King County, WA",1311,74558,339286,24.5303,1520,10.3226,21.6629,476,31.291,0,1.0504,16.849,11.1597,30.721,457,2017,,,,,,,,,,
"BG0104012, King County, WA",1986,89563,390625,26.3016,1125,17.5975,12.1349,668,25.3894,2.2455,6.2874,16.5109,11.0592,30.8351,642,2017,,,,,,,,,,
"BG0104013, King County, WA",1658,71392,340594,20.4829,1330,26.2357,11.4596,512,29.3634,0,0,16.6324,11.0883,30.2632,487,2017,,,,,,,,,,
"BG0104021, King County, WA",1312,90160,444737,32.7623,908,12.6183,14.1768,479,34.7926,0,16.0752,19.8157,10.3687,32.069,434,2017,,,,,,,,,,
"BG0104022, King County, WA",1437,104000,313580,45.5672,1535,11.3764,18.9283,495,28.27,0,0,20.0422,10.5485,28.6136,474,2017,,,,,,,,,,
"BG0104023, King County, WA",1084,92000,326752,15.7431,1048,6.3291,16.4207,381,37.0879,0,4.1995,19.7802,10.7143,29.1339,364,2017,,,,,,,,,,
"BG0104024, King County, WA",1374,112329,324074,28.2178,1107,16.5478,26.1281,517,34.2268,0,6.5764,20.2062,10.1031,33.4395,485,2017,,,,,,,,,,
"BG0105001, King County, WA",1125,52632,262712,32.2485,1616,18.0763,83.2889,618,77.3124,22.4919,44.6601,6.4572,4.363,17.1233,573,2017,,,,,,,,,,
"BG0105002, King County, WA",1418,114516,401840,35.7401,1066,13.3333,74.1185,720,45.1754,13.1944,21.8055,6.4327,4.6784,32.853,684,2017,,,,,,,,,,
"BG0105003, King County, WA",1287,108333,447273,38.9061,1344,10.906,83.683,556,24.581,0,6.8345,6.5177,4.4693,37.6812,537,2017,,,,,,,,,,
"BG0105004, King County, WA",1734,69136,285135,34.1798,1198,24.026,75.2018,1145,76.3231,2.3581,59.3886,6.3138,4.4568,18.5304,1077,2017,,,,,,,,,,
"BG0105005, King County, WA",1573,65028,327027,18.3627,1103,10.8508,78.1945,933,46.9921,0,56.1629,6.4699,4.5403,27.193,881,2017,,,,,,,,,,
"BG0106001, King County, WA",1596,162571,488136,32.7896,1012,10.7104,77.2556,736,22.238,0,6.5217,12.6062,1.8414,31.8605,706,2017,,,,,,,,,,
"BG0106002, King County, WA",1156,77035,381061,42.3729,785,24.858,70.8478,642,58.4288,2.648,48.2866,12.6023,1.8003,20.6642,611,2017,,,,,,,,,,
"BG0106003, King County, WA",1753,76415,384058,31.1464,1051,21.9559,72.9606,1037,55.636,1.8322,51.2054,12.7198,1.758,30.663,967,2017,,,,,,,,,,
"BG0106004, King County, WA",1011,95492,479268,37.764,1195,15.7804,82.2948,522,37.7778,0,27.9693,12.7273,1.6162,29.1667,495,2017,,,,,,,,,,
"BG0106005, King County, WA",1660,146287,722426,35.6322,1535,20.0418,84.1566,780,18.1452,0,0,12.6344,1.7473,31.2102,744,2017,,,,,,,,,,
"BG0106006, King County, WA",998,83654,370213,36.3966,964,28.5008,79.1583,553,49.9051,0,24.5931,12.5237,1.8975,26.9565,527,2017,,,,,,,,,,
"BG0107011, King County, WA",2428,40127,285000,9.0349,690,21.6953,26.1532,912,62.7797,5.4825,25.7676,7.7739,0,27.8351,849,2017,,,,,,,,,,
"BG0107012, King County, WA",1346,102273,303521,21.2722,881,25.5462,49.2571,631,50.6003,2.3772,30.7449,7.7187,0,24.3243,583,2017,,,,,,,,,,
"BG0107021, King County, WA",1303,109711,322628,32.5633,1658,2.6534,48.4267,543,34.556,4.9724,26.7035,8.6873,1.5444,30.0971,518,2017,,,,,,,,,,
"BG0107022, King County, WA",1593,36324,423636,31.0692,281,24.8214,13.1199,523,83.7255,12.4283,23.7093,8.8235,1.5686,33.0667,510,2017,,,,,,,,,,
"BG0107023, King County, WA",1236,31301,265217,31.8444,678,26.1569,24.6764,518,80.123,0,44.7877,8.8115,1.4344,34.7985,488,2017,,,,,,,,,,
"BG0108001, King County, WA",1490,103302,316935,18.9163,1021,9.1837,50.2013,574,31.25,0,4.5296,18.2143,11.6071,30.6407,560,2017,,,,,,,,,,
"BG0108002, King County, WA",1437,91554,276563,17.6711,1250,13.1234,37.3695,522,28.4,0,0,18.4,11.6,32.1937,500,2017,,,,,,,,,,
"BG0108003, King County, WA",2166,93856,294355,29.1888,1247,17.4715,43.675,850,29.8113,6.4706,1.1765,18.4906,11.8239,34.6856,795,2017,,,,,,,,,,
"BG0109001, King County, WA",807,62644,281373,21.4744,618,28.6031,55.5143,410,62.1134,4.3902,11.4634,6.1856,5.6701,27.4648,388,2017,,,,,,,,,,
"BG0109002, King County, WA",623,38600,262791,14.794,723,19.2837,68.0578,341,69.7068,0.8798,30.2052,6.1889,5.5375,24.0506,307,2017,,,,,,,,,,
"BG0110011, King County, WA",1268,34500,314433,17.3703,195,10.3734,14.4322,438,57.0766,0,29.2238,2.5522,3.0162,34.6154,431,2017,,,,,,,,,,
"BG0110012, King County, WA",1238,27308,353846,14.7835,592,10.2151,15.0242,594,82.0225,0,60.4377,2.4345,2.9963,36.413,534,2017,,,,,,,,,,
"BG0110013, King County, WA",2501,54027,326772,21.1193,870,32.8962,5.4778,795,60.705,11.8239,12.0755,2.611,3.0026,34.635,766,2017,,,,,,,,,,
"BG0110021, King County, WA",1134,64103,287313,17.7278,1105,50.8741,7.8483,336,29.9065,0,4.7619,14.9533,4.3614,32.8,321,2017,,,,,,,,,,
"BG0110022, King County, WA",2611,47170,290152,24.1729,759,34.3531,5.3619,714,61.5714,5.8824,3.7816,15,4.4286,40.3035,700,2017,,,,,,,,,,
"BG0110023, King County, WA",1262,77016,301449,24.9732,917,8,9.6672,401,28.6842,0,11.4713,15,4.4737,30.0699,380,2017,,,,,,,,,,
"BG0111011, King County, WA",994,34412,345455,9.9867,695,27.8761,11.2676,451,80.6977,2.439,69.1795,13.7209,4.4186,27.6382,430,2017,,,,,,,,,,
"BG0111012, King County, WA",1244,88208,277536,14.4509,1256,29.0614,8.119,401,42.1875,6.9825,30.6733,13.8021,4.4271,28.0702,384,2017,,,,,,,,,,
"BG0111013, King County, WA",1240,35714,300870,13.3412,866,46.593,9.2742,382,36.9444,0,10.2094,13.6111,4.4444,36.6906,360,2017,,,,,,,,,,
"BG0111014, King County, WA",1446,92130,284184,21.6683,990,12.4611,11.2725,460,28.7671,2.6087,1.5217,13.9269,4.1096,33.3333,438,2017,,,,,,,,,,
"BG0111021, King County, WA",1324,166667,575617,39.4513,743,10.1911,73.1873,498,15.222,0,0,8.0338,1.6913,30.9249,473,2017,,,,,,,,,,
"BG0111022, King County, WA",1413,53049,420000,12.2294,670,32.5321,25.7608,497,60.8137,4.0241,41.2475,8.137,1.2848,40.597,467,2017,,,,,,,,,,
"BG0111023, King County, WA",992,34298,262121,4.6154,692,13.8829,6.25,348,79.0909,0,47.7011,7.8788,1.5152,33.4862,330,2017,,,,,,,,,,
"BG0111024, King County, WA",1162,80263,375410,23.5366,641,9.7196,30.809,417,40.806,0,8.6331,8.0605,1.5113,29.1513,397,2017,,,,,,,,,,
"BG0112001, King County, WA",1543,56303,227222,16.0908,1266,18.4797,26.766,567,41.683,5.291,13.5803,18.591,3.1311,34.7692,511,2017,,,,,,,,,,
"BG0112002, King County, WA",979,51240,214815,9.1164,669,27.5992,39.9387,439,62.2549,9.5672,9.1116,18.3824,2.9412,29.5238,408,2017,,,,,,,,,,
"BG0112003, King County, WA",1799,48333,278070,10.5634,730,30.4153,21.1784,631,65.2651,7.7655,16.9572,18.4644,2.925,34.4118,547,2017,,,,,,,,,,
"BG0113001, King County, WA",1854,43170,352299,22.3771,898,19.3231,45.2535,1209,57.0552,2.5641,47.4772,11.9018,3.4356,26.3393,815,2017,,,,,,,,,,
"BG0113002, King County, WA",1305,79762,277174,18.7788,741,5.2277,33.9464,474,28.1532,0,7.384,11.9369,3.3784,32.1656,444,2017,,,,,,,,,,
"BG0113003, King County, WA",1150,64706,230645,38.7578,986,25.8303,41.3913,459,40.8676,12.854,0,11.8721,3.4247,31.9392,438,2017,,,,,,,,,,
"BG0113004, King County, WA",1160,85448,258451,32.5416,725,19.7464,51.8966,479,27.4892,0,10.0209,11.9048,3.4632,28.0822,462,2017,,,,,,,,,,
"BG0113005, King County, WA",1253,61058,290526,31.078,895,23.2993,50.0399,541,42.6901,6.6543,35.1201,11.8908,3.3138,28.4768,513,2017,,,,,,,,,,
"BG0114011, King County, WA",1517,63362,281250,20.0803,987,14.4593,41.7271,715,80.6835,9.9301,57.3427,15.4532,1.9316,22.314,673,2017,,,,,,,,,,
"BG0114012, King County, WA",1385,77395,240299,40.5516,880,13.9175,43.3213,659,55.7325,18.5129,35.8118,15.6051,2.0701,28.8754,628,2017,,,,,,,,,,
"BG0114013, King County, WA",1604,99000,298571,27.1906,894,13.4396,46.3217,618,26.4055,0,0,15.5026,2.0443,27.3183,587,2017,,,,,,,,,,
"BG0114021, King County, WA",1223,79464,263542,18.3559,1051,29.5868,34.8324,560,45.776,6.4286,32.8572,6.4833,1.1788,31.4189,509,2017,,,,,,,,,,
"BG0114022, King County, WA",1699,41639,224528,22.0733,603,21.0928,28.5462,700,64.1104,9.2857,43.8571,6.2883,0.9202,36.1538,652,2017,,,,,,,,,,
"BG0114023, King County, WA",1757,41535,272892,24.2915,618,25.3317,42.8571,853,61.4232,4.6893,41.0317,6.4919,0.9988,25,801,2017,,,,,,,,,,
"BG0115001, King County, WA",1503,105556,335612,26.825,974,23.221,76.4471,656,21.7323,0,0,8.9764,3.7795,36.2245,635,2017,,,,,,,,,,
"BG0115002, King County, WA",1608,103419,343359,39.76,1077,8.0408,72.0771,780,34.8711,1.5385,10.641,9.0909,3.6635,30.6173,737,2017,,,,,,,,,,
"BG0115003, King County, WA",1560,77320,367273,28.749,950,24.2991,75.7051,787,40.0531,2.6684,22.3634,9.0186,3.8462,32.2667,754,2017,,,,,,,,,,
"BG0116001, King County, WA",1352,103309,489474,38.921,1324,12.4118,83.8018,646,34.4316,0,14.0867,11.0379,3.1301,32.1127,607,2017,,,,,,,,,,
"BG0116002, King County, WA",1034,149038,428205,33.4138,1186,11.418,82.5919,493,17.6842,0,0,10.9474,3.1579,34.4322,475,2017,,,,,,,,,,
"BG0116003, King County, WA",1395,129375,510204,44.3836,678,15.4058,82.7957,641,13.6066,0,0,11.1475,2.9508,33.1646,610,2017,,,,,,,,,,
"BG0116004, King County, WA",1114,114557,476471,31.5053,1355,12.3711,77.1095,509,25.9414,0,0,11.0879,3.1381,33.5505,478,2017,,,,,,,,,,
"BG0116005, King County, WA",937,152778,601852,34.221,903,15.2778,83.2444,499,39.0192,0,14.8296,11.0874,3.1983,34.7639,469,2017,,,,,,,,,,
"BG0116006, King County, WA",1335,103763,604478,28.0296,960,22.7654,87.6404,667,50,17.0915,16.9416,11.1111,3.3333,31.25,630,2017,,,,,,,,,,
"BG0117001, King County, WA",1681,43361,315385,20.8481,1078,14.2282,7.2576,531,50.8841,16.5725,1.6949,19.6464,13.9489,29.805,509,2017,,,,,,,,,,
